Supplementary Table S1: Summary of identified proteins,,,,,,,,,,,,,,,,,,,
id,Class,Protein.ID,RefSeq,Offical gene symbol,Uniprot,log2FC.experiment L1,log2FC.experiment H1 (label swap),log2FC.experiment L2,mean log2FC (experiment 1-3),log10 iBAQ,Functional Group,RNA binding,spliceosome,nucleolus,OMIM Phenotype,Phenotype MIM number,RNA-binding prediction (% precision),mRNA-binding prediction (% precision),ssRNA-binding prediction (% precision)
1150,II,IPI00419880,NP_000997,RPS3A,P61247;A8K4W0;B7Z3M5;Q6NXR8,-3.51307355,1.157884498,-2.433701143,2.3682197303,7.136465221,ribosomal,,,,,,,,
1181,II,IPI00456758,NP_000981,RPL27A,P46776;Q6NZ52;Q9BQQ5,-3.029381907,0.996099455,-3.024560572,2.350013978,7.6817408409,ribosomal,,,,,,,,
1387,II,IPI00848226,NP_006089,GNB2L1,P63244,-3.220546953,1.113567157,-2.697406037,2.343840049,5.4711336236,candidate mRNA binder,,x,,,,20,,
142,II,IPI00218187,NP_002701,PPP1CC,P36873-2;P36873;P36873-1;B4DNE3;Q9UPN1;B3KXM2;Q07161;P62136;P62140;B4DJ75;B7ZB67;B4E163;C4TNW5;C9JP48;C9J9S3;C9JR19,-3.721734475,0.347438889,-2.813600866,2.2942580767,5.7152025016,candidate mRNA binder,,,x,,,,,
929,II,IPI00292671,NP_003926,TOP3B,O95985-1;O95985;A8K4N2;O95985-2;B3KU89;O95985-3;C9JEI7,-2.93876297,0.989429697,-2.950536511,2.292909726,6.8544186502,candidate mRNA binder,,,,,,0,,
1014,II,IPI00305992,NP_110425,WBSCR16,Q96I51;B2RXG5;Q8IW88;Q8N572;C9JWG9,-3.290815254,0.594357451,-2.924563209,2.2699119713,5.742511526,candidate mRNA binder,,,,,,0,,
1122,II,IPI00411937,NP_006383,NOP56,O00567;A0PJ92;A8K9K6;Q9BSN3;Q5JXT2,-2.583981801,1.355467388,-2.867015247,2.2688214787,7.8499702542,RNAbinding,x,,,,,,,
779,II,IPI00215780,NP_001013,RPS19,P39019;B0ZBD0;Q8WVX7,-3.743540005,0.692784257,-2.323660369,2.2533282103,6.79938076,ribosomal,,,x,Diamond-Blackfan anemia 1,105650,,,
905,II,IPI00550431,NP_001009881,ZCCHC11,Q5TAX3-1;Q5TAX3;Q5TAX3-2,-2.335699215,1.152572845,-3.192974875,2.2270823117,6.9428182206,RNAbinding,x,,,,,50,,
697,II,IPI00165995,NP_056306 ,PNISR,Q8TF01-1;Q8TF01;Q3B7B6;Q4G0P9;Q6PJQ9;Q8TEZ9,-2.172343542,NA,-2.27795373,2.225148636,5.5260941636,candidate mRNA binder,,,,,,50,,
291,II,IPI00013415,NP_001002,RPS7,P62081;Q57Z92;B5MCP9,-3.374927807,0.755143958,-2.532407491,2.2208264187,7.1301825433,ribosomal,,,x,Diamond-Blackfan anemia 8,612563,,20,
1242,II,IPI00550375,NP_036411,ZNF346,Q9UL40-1;Q9UL40;B7Z367;Q9UL40-2;B7Z4J8;B7Z6B6;B7Z6Q2;B7Z4N4,-2.55088768,0.582941313,-3.480534585,2.2047878593,5.1992266103,RNAbinding,x,,,,,,,
229,II,IPI00883925,NP_061164 ,ARL6IP4,Q8TEM4;Q66PJ3-1;Q66PJ3;Q66PJ3-2;Q66PJ3-3;B2RE15;B3V0L0;B3V0L1;Q66PJ3-4;Q66PJ3-5,-2.490942682,1.141432791,-2.929720596,2.1873653563,5.591574132,candidate mRNA binder,,,x,,,80,20,
1130,II,IPI00413324,NP_000976,RPL17,P18621;B4E3C2;A8MU02;B5ME31,-3.069270231,0.993130871,-2.442222329,2.1682078103,6.8492862999,ribosomal,,,x,,,80,20,
1363,II,IPI00793696,NP_000977,RPL24,P83731;C9JNW5;C9JXB8,-2.783389931,0.127765328,-3.579456156,2.1635371383,7.7876233929,ribosomal,,,,,,,,
1011,II,IPI00304925,NP_005336 ,HSPA1A,P08107;A8K5I0;B4DI39;B4E1S9;Q9UQC1;B4DNT8;B4DWK5;Q59EJ3;B4DNX1;B4E1T6,-3.82359552,0.273575566,-2.357788265,2.151653117,6.6533966055,HeatShock,,,,,,20,,
615,II,IPI00043990,NP_073616 ,DDX31,Q9H8H2-1;Q9H8H2;B4DYZ1;Q9H8H2-2;Q9H8H2-4,-2.05193746,NA,-2.197930891,2.1249341755,5.8724476478,helicase,x,,x,,,,,
896,II,IPI00249304,NP_001032412,PRIC285,Q9BYK8-1;Q9BYK8;Q3C1U4;Q4VXQ0;Q9BYK8-4;A7E2C9;Q9BYK8-2,-2.322938335,1.069152202,-2.91365101,2.101913849,5.7421561125,helicase,x,,,,,,,
506,II,IPI00026970,NP_009123,SUPT16H,Q9Y5B9;Q0VGA3,NA,1.703012079,-2.437212966,2.0701125225,5.3662212922,candidate mRNA binder,,,x,,,20,,
616,II,IPI00044761,NP_061915,PUS7,Q96PZ0;B3KRB2;B3KY42,-4.024584051,2.657914343,0.473631077,2.069622439,6.0819821831,RNAmod,x,,,,,,,
398,II,IPI00020928,NP_003192,TFAM,Q00059;A9QXC6;Q6LES8;A8MRB2;Q05D31;Q3SX57,-3.020925839,0.346644922,-2.813803734,2.060458165,6.0797346188,candidate mRNA binder,,,,,,20,,
798,II,IPI00216587,NP_001003,RPS8,P62241;Q5JR94;Q5JR95;Q9BS10,-2.716338944,0.882682173,-2.522509173,2.0405100967,7.7294092693,ribosomal,,,x,,,80,20,
736,II,IPI00177437,NP_057736,CRNKL1,Q9BZJ0-1;Q9BZJ0;Q9BZJ0-3;Q9BZJ0-2;Q5JY65;Q69YP1;Q8IXG0,-2.513749011,0.707701473,-2.788265082,2.003238522,5.8230291801,RNAbinding,x,x,,,,,20,
403,II,IPI00021266,NP_000975,RPL23A,P62750;A8MUS3;A8MXA8;C9JSM9;C9JGG2,-2.658629023,0.678612814,-2.630215279,1.989152372,7.7570213008,ribosomal,,,x,,,,,
1401,II,IPI00872684,NP_003370,EZR,P15311;B2R6J2;B7Z437;B7Z5V2;B7Z9R6;Q6NUR7;Q9UJZ2;Q9UJZ6;Q9UJZ7;Q9UJZ8;Q9UK20,-2.395624983,0.904272134,-2.503977454,1.934624857,5.4008196419,candidate mRNA binder,,,,,,0,,
394,II,IPI00020683,NP_003575,DUSP11,O75319-1;O75319;O75319-2;C9JGC8;C9JYA6;C9JRJ7,-2.741396657,1.75668174,-1.179580013,1.8925528033,6.4813301538,RNAbinding,x,,x,,,,,
676,II,IPI00153051,NP_060579,MTPAP,Q9NVV4-1;Q9NVV4;Q9NVV4-2,-2.618118628,0.389676937,-2.665843655,1.8912130733,7.1936902974,RNAbinding,x,,,"Ataxia, spastic, 4",613672,,20,
157,II,IPI00006379,NP_057018,NOP58,Q9Y2X3;B3KN82;B4DUY3,-2.103704898,1.245617353,-2.303080309,1.8841341867,7.8511929571,RNAbinding,x,,x,"Pontocerebellar hypoplasia, type 6",611523,,,
926,II,IPI00292135,NP_002287 ,LBR,Q14739;C9JXK0,-2.386770119,0.151728955,-3.026557707,1.855018927,5.1260826804,candidate mRNA binder,,,,,,20,,
1132,II,IPI00413611,NP_003277,TOP1,P11387;B9EG90;Q6NWZ5;Q6PK95;Q9BVT2,-1.806266098,1.499527024,-2.112412344,1.8060684887,5.883466397,candidate mRNA binder,,,,,,20,,
1359,II,IPI00791325,NP_055693,KIAA0020,Q15397;B2RDG4,-1.986502008,1.228172218,-1.912510002,1.7090614093,6.92296478,RNAbinding,x,,,,,,,
1260,II,IPI00555744,NP_003964,RPL14,P50914;A8K3Q9;A8K7N0;Q6IPH7;B7Z6S8;A6NIH1;A0PJ62,-2.248244941,0.896930552,-1.873872927,1.67301614,7.1096404078,ribosomal,,,,,,0,,
553,II,IPI00915363,NP_001135757,RPS24,P62847-1;P62847;Q5T0P7;Q7Z3D1;P62847-2;Q5T0P8,-2.148097079,0.288181352,-2.198328109,1.5448688467,8.155459837,ribosomal,,,x,Diamond-blackfan anemia 3,610629,20,,
1200,II,IPI00470528,NP_002939,RPL15,P61313;Q5U0C0;B4DLP4,-1.994240731,0.970411945,-1.58290092,1.5158511987,8.1023258783,ribosomal,,,,,,0,,
429,II,IPI00022613,NP_003694,NOP14,P78316-1;P78316;A8KA74;P78316-2;Q96GC8,-7.227924497,1.472227803,-2.308287184,3.669479828,5.9772224366,RNAbinding,x,,x,,,,,
783,II,IPI00215911,NP_001632,APEX1,P27695;Q5TZP7,-6.188311965,0.753690103,-2.055771231,2.9992577663,6.004175629,nuclease,x,,x,,,,,
576,II,IPI00031627,NP_000928,POLR2A,P24928;A6NN93;B4DET1;B4E3V7;Q6NX41,-3.49196491,NA,-2.294986428,2.893475669,4.9578970057,candidate mRNA binder,,,,,,50,,
951,II,IPI00296934,NP_078804,NKAP,Q8N5F7;A0PJ73;Q05D22,-1.798366139,NA,-3.981491159,2.889928649,5.892159742,candidate mRNA binder,,,,,,0,,
1124,II,IPI00412404,NP_003162,SUPV3L1,Q8IYB8;B7Z611,-3.258977486,NA,-2.07078468,2.664881083,5.7380342394,helicase,x,,,,,,,
1042,II,IPI00871157,NP_872634,SRPK2,A6NF09;A8MVX2;C9JQJ0;A8MW44;P78362;C9JQ66;C9IYX9,-3.413699299,NA,-1.788713627,2.601206463,5.9565525919,candidate mRNA binder,,,,,,50,,
472,II,IPI00024933,NP_000967,RPL12,P30050-1;P30050;Q59FI9;P30050-2,-5.507139805,0.442545456,-1.747245265,2.5656435087,5.9743232468,ribosomal,,,x,,,,,
880,II,IPI00221091,NP_001010  ,RPS15A,P62244;A8K7H3;B2R4W8,-4.514111584,0.887369295,-2.207494434,2.5363251043,6.3322499554,ribosomal,,,x,,,,20,
163,II,IPI00006658,NP_006214,PIN4,Q9Y237-2;Q9Y237;Q9Y237-1;Q5HYW5;B3KXM0;A8E0G8;Q5HYW4,-4.86825776,0.243303487,-2.165596204,2.4257191503,6.2077567349,candidate mRNA binder,,,,,,20,,
1229,II,IPI00879531,NP_001021,RPS27,Q5T4L4,-3.563539629,1.122540203,-2.098134879,2.2614049037,7.3154098069,ribosomal,,,,,,,20,
849,II,IPI00872940,NP_000980 ,RPL30,A8MYX5;P62888,-4.224371232,0.436481692,-2.062926845,2.241259923,6.5868656815,ribosomal,,,x,,,,,
877,II,IPI00221035,NP_001032726,BTF3,P20290-1;P20290;P20290-2,-2.163332543,1.219958398,-3.316456244,2.2332490617,5.983689073,candidate mRNA binder,,,,,,0,,
1333,II,IPI00782992,NP_057417,SRRM2,Q9UQ35-1;Q9UQ35;A0AUK8;O60382;Q9UQ35-2;Q05BI2;Q05CV9;Q9UQ39,-2.16909569,0.621055503,-3.712835071,2.167662088,7.3565171499,RNAbinding,x,x,,,,,20,
164,II,IPI00006725,NP_004809,DDX23,Q9BUQ8;A8KA56;B4DH15;B3KY11,-2.368327601,NA,-1.9596546,2.1639911005,6.2735841436,helicase,x,x,x,,,,,
196,II,IPI00008530,NP_000993,RPLP0,P05388;A8K4Z4;Q53HK9;Q53HW2;Q3B7A4;Q6NSF2;Q8NHW5;B4E3D5;Q3MHV2,-4.09029908,0.111031312,-2.197269104,2.1328664987,6.2998477928,ribosomal,,,,,,,20,
347,II,IPI00017450,NP_002087,GTF2F1,P35269;Q6IBK5;B4DDB5;B4DXY2,-3.208494292,1.512580879,-1.660269692,2.1271149543,5.5663294453,RNAbinding,x,,x,,,50,,
1149,II,IPI00419791,NP_075388,RSRC2,Q7L4I2-1;Q7L4I2;Q7L4I2-2;B3KMH4,-2.447957449,NA,-1.737398468,2.0926779585,5.5856699301,candidate mRNA binder,,,,,,20,,
945,II,IPI00294742,NP_056269 ,LARP7,Q4G0J3-1;Q4G0J3;Q4G0J3-2,-2.268816758,1.856826377,NA,2.0628215675,5.2619376634,RNAbinding,x,,,,,,20,
848,II,IPI00219155,NP_000979,RPL27,P61353;B2R4D8;Q6LCU2,-3.569230876,0.31254901,-2.175338037,2.0190393077,7.2495978061,ribosomal,,,x,,,80,,
272,II,IPI00012750,NP_001019,RPS25,P62851,-2.732548099,1.315798063,-1.992230406,2.0135255227,7.4030346837,ribosomal,,,x,,,,,
296,II,IPI00013706,NP_060441 ,MRPL20,Q9BYC9,-3.710510171,0.025312343,-2.144010303,1.9599442723,7.0104005761,ribosomal,,,,,,,,
110,II,IPI00003918,NP_000959,RPL4,P36578;B4DFI6;Q53G74;Q59GY2;B4DMJ6;B4DMJ2,-2.342707564,1.294606046,-2.241134013,1.959482541,7.9321297556,ribosomal,,,x,,,,20,
1125,II,IPI00412579,NP_009035,RPL10A,P62906;Q1JQ76,-3.767329421,0.013497992,-2.086017264,1.9556148923,6.9261880491,ribosomal,,,,,,,20,
287,II,IPI00013296,NP_072045,RPS18,P62269;Q5SUJ3,-3.37775931,0.110363243,-2.297892159,1.9286715707,6.8225113241,ribosomal,,,x,,,,20,
1091,II,IPI00396485,NP_001393,EEF1A1,P68104;A8K9C4;A9X7H1;B4DV42;B4E2C5;Q16577;Q53G85;Q53G89;Q53GA1;Q53GE9;Q53HM9;Q53HQ7;Q53HR1;Q53HR5;Q6IPN6;Q6IPS9;Q6IPT9;Q8IUB0;Q96RE1;Q9H2I7;Q9NZS6;Q5VTE0;Q5JR01;A6PW80;Q2F837;Q504Z0;Q6IQ15;Q6P082;Q6P4C9;Q8TBL1;Q96C29;Q96CD8;Q96EB3;B4DNE0,-3.493670233,0.104202449,-2.148992607,1.915621763,7.3788047478,translationfactor,x,,x,,,,,
1146,II,IPI00645948,NP_002119,HMGB1,Q5T7C6;P09429;B7Z965;Q59GW1;Q5T7C4;Q9UGV6;B2RPK0;B3KQ05;Q5T7C0;Q9NYD7,-3.606526686,0.413269114,-1.724420757,1.9147388523,7.1982101935,RNAbinding,x,,,,,0,,
112,II,IPI00003949,NP_003339,UBE2N,P61088;A8MUJ2;Q5JXB2,-2.647738652,0.46894818,-2.259115602,1.7919341447,5.6314871225,candidate mRNA binder,,,,,,0,,
1267,II,IPI00556447,NP_690002,FAM133B,Q5BKY9-1;Q5BKY9;B2RXJ1;B3KWP5;C9JNG4;Q5BKY9-2;Q8N9E0,-2.783886642,0.72900887,-1.821635918,1.7781771433,6.4811339652,candidate mRNA binder,,,,,,,,
813,II,IPI00217465,NP_005310,HIST1H1C,P16403;A8K4I2,-1.503445615,1.937758684,-1.852771463,1.7646585873,8.4081226108,histone,,,x,,,0,,
385,II,IPI00020021,NP_003463 ,DEK,P35659;B2R6K6;B4DNW3;B4DFG0;B4DN37,-1.55622363,1.748590039,-1.986101871,1.7636385133,6.6510626714,candidate mRNA binder,,,x,"Leukemia, acute nonlymphocytic",125264,0,,
884,II,IPI00221222,NP_006704,SUB1,P53999;B7Z1Z0;Q59G24;Q6IBA2,-1.635494802,1.606110536,-1.990280198,1.7439618453,7.3045228401,candidate mRNA binder,,,x,,,20,,
69,II,IPI00000874,NP_002565,PRDX1,Q06830;B2R4P2;B5BU26,-3.132261648,0.037733627,-1.98051157,1.716835615,6.1359167488,metabolicEnz,,,x,,,0,,
845,II,IPI00219097,NP_002120,HMGB2,P26583;Q5U071,-3.176055033,0.358058618,-1.599287209,1.71113362,6.6716027994,candidate mRNA binder,,,,,,0,,
818,II,IPI00217541,NP_778236,DDX51,Q8N8A6,-1.81466624,0.318577154,-2.747971954,1.6270717827,6.4669577308,helicase,x,,x,,,,,20
1137,II,IPI00414676,NP_031381,HSP90AB1,P08238;A8K3W9;B4DGL0;B4DMA2;Q6PK50;Q9H6X9,-2.803795859,0.384712962,-1.65762731,1.6153787103,6.8599469655,HeatShock,,,,,,0,,
1138,II,IPI00414860,NP_000989 ,RPL37A,P61513;C9J4Z3;Q6P4E4,-2.903792131,0.144176924,-1.706935628,1.5849682277,6.102947968,ribosomal,,,,,,80,20,
894,II,IPI00940766,NP_000973,RPL21,C9JHA8;P46778;Q6IAX2;Q59GK9,-2.51886642,0.086783766,-2.057691944,1.5544473767,6.9296130375,ribosomal,,,,,,,20,
1060,III,IPI00375677,NP_852615,MRPL21,Q7Z2W9;C9JPR2;B4DXI4,-6.043110692,NA,NA,6.043110692,5.4881779012,ribosomal,,,,,,,,
279,III,IPI00013031,NP_008957,DUSP14,O95147;Q6FI36,-5.724325413,NA,NA,5.724325413,5.7586848499,candidate mRNA binder,,,,,,0,,
684,III,IPI00843917,NP_002495  ,NFX1,Q12986-1;Q12986;Q12986-2;O43831,NA,NA,-5.460083864,5.460083864,4.4857011508,candidate mRNA binder,,,,,,0,,
1062,III,IPI00376274,NP_001127705 ,C1orf204,Q5VU13-1;Q5VU13,-5.241024887,NA,NA,5.241024887,6.2002518368,candidate mRNA binder,,,,,,0,,
1092,III,IPI00396627,NP_060597,ELAC2,Q9BQ52-1;Q9BQ52;B4DT15;B3KSU9;B3KT00;B4DPL9;B4E365;Q9BQ52-2;C9J923;Q9HAS7;Q9BQ52-3,NA,NA,-4.914107665,4.914107665,4.9559422943,nuclease,,,,"Prostate cancer, susceptibility to",176807,50,,
518,III,IPI00908416,NP_001124151 ,EIF4E,A8MX72;B7Z6V1;Q32Q75;P06730;B7Z2T1,NA,NA,-4.806639523,4.806639523,5.3708177584,translationfactor,x,,,,,,,
177,III,IPI00007208,NP_057306,DDX41,Q9UJV9;B3KRK2;Q53HI2,-4.725889848,NA,NA,4.725889848,5.7457722401,helicase,x,x,x,,,,20,20
1105,III,IPI00401962,NP_954981,CCDC137,Q6PK04,NA,NA,-4.629965205,4.629965205,5.5141424877,candidate mRNA binder,,,,,,,,
965,III,IPI00847415,NP_001123500 ,CLK3,P49761-4;P49761;A8K7G8;B3KRI8;P49761-1;P49761-3;B3KTV2;B3KUU7;B3KVF3;B4DES4;Q59FC5,-4.302923681,NA,NA,4.302923681,5.8740573427,candidate mRNA binder,,,,,,20,,
1003,III,IPI00303813,NP_056277,NOL11,Q9H8H0;B7Z5V9,NA,NA,-4.252225928,4.252225928,4.5315680244,candidate mRNA binder,,,x,,,50,,
236,III,IPI00010796,NP_000909,P4HB,P07237;B2RDQ2;B4DJS0;B4DNL5;B3KTQ9;B4DLN6;B4DUA5;Q96C96;C9JKT0,NA,NA,-4.072082314,4.072082314,5.62417628,metabolicEnz,,,,,,0,,
405,III,IPI00021320,NP_062552,MEPCE,Q7L2J0;A8K5Q1;B3KP86,-3.919817174,NA,NA,3.919817174,6.1226651581,candidate mRNA binder,,,,,,20,,
1355,III,IPI00790634,NP_115721,WIBG,Q9BRP8-2;Q9BRP8;Q9BRP8-1,NA,NA,-3.907792562,3.907792562,6.3399976925,RNAbinding,x,,,,,,20,
337,III,IPI00329547,NP_055885,ZC3H13,Q5T200-1;Q5T200;A0PJJ2;B3KQG8;Q32Q34;Q5T200-2;B3KMG8;Q6PJ96,-3.855191358,NA,NA,3.855191358,5.5857093121,RNAbinding,x,,,,,20,,
782,III,IPI00215888,NP_008878,SRP72,O76094;A0PJJ5;O15302;Q0D2M6;Q71V07;Q7Z3C0;Q86X80,NA,0.89110806,-6.814997174,3.853052617,5.7204363363,RNAbinding,x,,x,,,,20,
505,III,IPI00026781,NP_004095,FASN,P49327;Q13587;Q6PJJ3,NA,NA,-3.776058544,3.776058544,4.76863274,metabolicEnz,,,,,,0,,
633,III,IPI00073602,NP_478126,EXOSC6,Q5RKV6,NA,NA,-3.607599041,3.607599041,4.861705057,nuclease,x,,,,,,,
380,III,IPI00019502,NP_002464,MYH9,P35579-1;P35579;A8K6E4;B4E3S1;Q60FE2;Q86XU5;Q99529;P35579-2;Q2PS10;Q9UMJ0,-0.719471215,NA,-6.124616241,3.422043728,4.8560770839,candidate mRNA binder,,,x,"Deafness, autosomal dominant 17; Epstein syndrome; Fechtner syndrome; Macrothrombocytopenia and progressive sensorineural deafness,  May-Hegglin anomaly; Sebastian syndrome","603622, 153650, 153640, 600208, 155100, 605249",0,,
810,III,IPI00217412,NP_001034792,NBPF10,A2BH96;A6NN08;Q5VTG7;Q8IX74;Q5TAG4;A8K9F1;Q3BBV1;B4DG53;Q5TB04;Q8IX71;Q6P3W6-1;Q6P3W6;Q5U227;A6NDD8;B7Z7R4;B7WNR1;Q3BBV4;B4DS78;Q5VTG8;A2BGT6;A8MSZ7;Q9ULH5;Q3BBV0;C9JC86;Q8IX79;Q8IX87;Q5TI25;B4DH59;Q3BBV2;B1AKG1;Q5RGN0;Q6P3W6-2;Q8IX62;Q8IX72;Q8N660;A8K277;B3KX56;B4DRP3;Q3BBV8;A8K2N7;Q5SXJ2;Q86T75;A2BGT5;A6NI53;Q4VC10;Q8IX61;Q8IX70;B3KN94;C9JYY2;C9JHW5;A8MPP5;Q8IX75;C9JVA6;A8MQU5;C9JUZ1;B5MEI5;A8MSM9;C9J3T7;A6NFT6;A8MQ35;A6NMR1;Q8IU90;Q8IX86;B5MEI4;Q3BBV6,NA,3.372394965,NA,3.372394965,5.0435229562,RNAbinding,x,,,,,0,,
1270,III,IPI00619921,NP_149072 ,DIDO1,Q9BTC0-4;Q9BTC0;Q4VXV9,-1.312294275,NA,-5.388415885,3.35035508,5.4117555966,candidate mRNA binder,,,,,,20,,
784,III,IPI00215914,NP_001019398,ARF1,P84077;P61204;B4DEB9;B4DLJ3;P84085;A4D0Z3;B4DN70;B4DJC8;C9J1Z8;B4E190;B7ZB63,-6.35378572,0.249384659,NA,3.3015851895,5.4366540776,candidate mRNA binder,,,,,,0,,
1264,III,IPI00556081,NP_004837,EIF4E2,B8ZZJ9;Q59FE1;O60573;Q53RG0;B8ZZ50;B9A044;C9JEL3;B9A023,NA,NA,-3.295340473,3.295340473,6.3123587281,translationfactor,x,,,,,,,
722,III,IPI00171390,NP_116253,PRPF38A,Q8NAV1-1;Q8NAV1,-3.293076089,NA,NA,3.293076089,6.3543389768,candidate mRNA binder,,x,,,,80,20,
900,III,IPI00900293,NP_001157789,FLNB,B2ZZ83;O75369-1;O75369;B2ZZ85;O75369-2;Q60FE7;O75369-6;C9JMC4;O75369-3;O75369-4;O75369-5,-1.396536255,NA,-5.067285681,3.231910968,4.6484275238,candidate mRNA binder,,,,"Atelosteogenesis, type III; Atelostogenesis, type I; Boomerang dysplasia; Larsen syndrome; Spondylocarpotarsal synostosis syndrome","108721, 108720, 112310, 150250, 272460",0,,
653,III,IPI00023532,NP_056350  ,SPATS2L,B4DRE6;B4DT67;Q9NUQ6-1;Q9NUQ6;Q9NUQ6-2;B8ZZZ7,NA,NA,-3.184555731,3.184555731,4.4958280562,candidate mRNA binder,,,x,,,50,,
83,III,IPI00002214,NP_002257,KPNA2,P52292;A8K7D9;B9EJD6;Q53YE3;Q6NVW7;Q7Z726,NA,NA,-3.161136955,3.161136955,5.3672739006,candidate mRNA binder,,,x,,,0,,
127,III,IPI00005050,NP_071383 ,MRPS14,O60783;B2R4A5;Q96Q61,-4.806518402,1.428999926,NA,3.117759164,5.6504726597,ribosomal,,,,,,50,,
738,III,IPI00177819,NP_001094058 ,RC3H2,Q9HBD1-1;Q9HBD1;Q9HBD1-4;Q9HBD1-6;Q4VXB0,NA,2.907563696,NA,2.907563696,6.004848774,RNAbinding,x,,,,,0,,
77,III,IPI00001639,NP_002256,KPNB1,Q14974;B2RBR9;B7Z752;B7ZAV6;Q53XN2,NA,NA,-2.725183735,2.725183735,5.1784653354,candidate mRNA binder,,,,,,20,,
458,III,IPI00024067,NP_004850,CLTC,Q00610-1;Q00610;Q00610-2,NA,NA,-2.623442887,2.623442887,5.6248396322,candidate mRNA binder,,,,,,0,,
927,III,IPI00292221,NP_079341,RPF1,Q9H9Y2,NA,1.322851124,-3.732394691,2.5276229075,4.5573926123,RNAbinding,x,,x,,,,,
565,III,IPI00031461,NP_001485,GDI2,B4DLV7;Q5SX90;P50395;Q6IAT1;B3KVE3;Q5SX88;Q8TB95;Q5SX87,NA,NA,-2.527158747,2.527158747,4.6539279652,candidate mRNA binder,,,,,,0,,
141,III,IPI00005692,NP_066930 ,MRPS12,O15235,-4.132767724,0.916935177,NA,2.5248514505,5.9114193055,ribosomal,,,,,,50,,
794,III,IPI00216298,NP_003320,TXN,P10599;Q9UDG5;B1ALW1;O60744,-4.864806637,0.172743517,NA,2.518775077,5.7121684889,metabolicEnz,,,,,,0,,
488,III,IPI00025849,NP_006296,ANP32A,P39687;Q08AJ6;Q3KPI8;Q6PKH8;Q1AHP8,NA,0.211136827,-4.816931507,2.514034167,5.1436080348,candidate mRNA binder,,,,,,50,,
715,III,IPI00170503,NP_078959,TEFM,Q96QE5-1;Q96QE5;Q96QE5-3,-2.511690664,NA,NA,2.511690664,6.5004360816,candidate mRNA binder,,,,,,20,,
811,III,IPI00217413,NP_061903,DHX29,Q7Z478,-4.662186168,NA,-0.176283243,2.4192347055,4.6465324517,helicase,x,,,,,,,
1129,III,IPI00887273,NP_004399 ,DNM1,Q05193-2;Q05193;B4DK06;B7ZAC0;Q05193-1;Q05193-4;Q05193-3;B3KU80;B4DHH5;Q59GI5;Q05193-5;Q9UQ16-3;Q9UQ16;C9JXE5;Q9UQ16-4;Q9UQ16-1;Q9UQ16-2;B3KPF2;B5MDD8;A6NJ48;Q6P2G1;A8MZB0,NA,NA,-2.380521254,2.380521254,3.9418229389,candidate mRNA binder,,,,,,0,,
1215,III,IPI00478390,NP_001182061 ,CDKN2A,Q8N726;Q5ZEY9,-3.312150973,1.389511746,NA,2.3508313595,6.4026409348,candidate mRNA binder,,,,"Li-Fraumeni syndrome; Melanoma and neural system tumor syndrome; Melanoma, cutaneous malignant, 2; Pancreatic cancer/melanoma syndrome; Orolaryngeal cancer, multiple","151623, 155755, 155601, 606719",0,,
1102,III,IPI00400824,NP_976033,RP9,Q8TA86;C9J6V2,-3.086813775,1.519139283,NA,2.302976529,5.9021614662,candidate mRNA binder,,,,Retinitis pigmentosa 9,180104,80,20,
1236,III,IPI00873116,NP_064716,RARS2,A8MX73;Q5T160;Q5T161,NA,NA,-2.287641937,2.287641937,5.6376092813,RNAbinding,x,,,,,,,
64,III,IPI00000279,NP_060941,ZC3H15,Q8WU90;B7Z592;B4DMW2;C9JJ11,NA,0.915253179,-3.575408937,2.245331058,5.9149773021,candidate mRNA binder,,,,,,20,,
1153,III,IPI00420117,NP_057004,RPS27L,C9JLI6;Q71UM5,-3.420171075,1.015354834,NA,2.2177629545,5.7031680955,ribosomal,,,,,,50,,
187,III,IPI00007765,NP_004125,HSPA9,P38646;B7Z1V7;B7Z4V2;Q2F839;Q8N1C8,NA,NA,-2.217390143,2.217390143,4.4970582898,HeatShock,,,x,,,20,,
1423,III,IPI00910513,NP_002085  ,GSPT1,A8K2W7;B2RCT6;Q96GF2,NA,NA,-2.180691513,2.180691513,4.2114409356,candidate mRNA binder,,,,,,,,
502,III,IPI00026512,NP_005693,ERAL1,O75616-1;O75616;O75616-2,-4.929280951,NA,0.59779335,2.1657438005,6.118198568,RNAbinding,x,,,,,,,
328,III,IPI00015838,NP_060286,LYAR,Q9NX58;A8K3Y5,NA,1.344089921,-2.970299766,2.1571948435,5.6103305663,candidate mRNA binder,,,x,,,50,,
558,III,IPI00030098,NP_004690,FAM50A,Q14320;Q6PJH5;B0S8I6;Q9Y247,NA,1.544139137,-2.738601576,2.1413703565,5.1369713408,candidate mRNA binder,,x,,,,20,,
990,III,IPI00643763,NP_001035374 ,PAPD5,B4DV38;Q8NDF8-1;Q8NDF8;Q8NDF8-3;B4DRJ7;B7ZLC1;Q53F79;Q5EBM7;Q8NDF8-2;Q8NDF8-4,NA,NA,-2.112225204,2.112225204,4.3319565064,RNAbinding,x,,x,,,,,
718,III,IPI00170877,NP_683685,MRPL10,A6NGJ4;Q7Z7H8;B4DEH0,-2.981992601,1.239275826,NA,2.1106342135,6.9959784837,ribosomal,,,,,,20,,
1345,III,IPI00784477,NP_079140 ,MRM1,Q6IN84-1;Q6IN84,NA,NA,-2.093940636,2.093940636,5.2255800159,RNAmod,,,,,,0,,
