UNIQUE	ID	Name	Description	HEK293-RIC	HuH7-IC	HeLa-RNPxl	HeLa-IC	HeLa-RBDmap	K562-serIC-chr	K562-serIC	Enzyme	Metabolism	"""Metabolic.Enzyme"""
RPRD2	ENSG00000163125	RPRD2	regulation of nuclear pre-mRNA domain containing 2	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
RPS10	ENSG00000124614	RPS10	ribosomal protein S10	YES	YES	no	YES	YES	no	YES	FALSE	TRUE	FALSE
RPS11	ENSG00000142534	RPS11	ribosomal protein S11	no	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RPS12	ENSG00000112306	RPS12	ribosomal protein S12	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPS13	ENSG00000110700	RPS13	ribosomal protein S13	YES	YES	no	no	YES	no	no	FALSE	TRUE	FALSE
RPS14	ENSG00000164587	RPS14	ribosomal protein S14	YES	YES	no	no	YES	no	YES	FALSE	TRUE	FALSE
RPS15	ENSG00000115268	RPS15	ribosomal protein S15	YES	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RPS15A	ENSG00000134419	RPS15A	ribosomal protein S15a	YES	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RPS16	ENSG00000105193	RPS16	ribosomal protein S16	YES	YES	no	no	YES	YES	no	FALSE	TRUE	FALSE
RPS17	ENSG00000278229;ENSG00000182774	RPS17	ribosomal protein S17	YES	no	no	YES	no	no	no	FALSE	TRUE	FALSE
RPS18	ENSG00000223367;ENSG00000096150;ENSG00000235650;ENSG00000226225;ENSG00000227794;ENSG00000231500	RPS18	ribosomal protein S18	YES	no	no	YES	no	no	YES	FALSE	TRUE	FALSE
RPS19	ENSG00000105372	RPS19	ribosomal protein S19	YES	YES	no	no	YES	no	no	FALSE	TRUE	FALSE
RPS19BP1	ENSG00000187051	RPS19BP1	ribosomal protein S19 binding protein 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RPS2	ENSG00000140988	RPS2	ribosomal protein S2	YES	YES	no	YES	YES	YES	no	FALSE	TRUE	FALSE
RPS20	ENSG00000008988	RPS20	ribosomal protein S20	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPS21	ENSG00000171858	RPS21	ribosomal protein S21	no	no	no	YES	no	no	no	FALSE	TRUE	FALSE
RPS23	ENSG00000186468	RPS23	ribosomal protein S23	YES	YES	no	no	YES	no	no	FALSE	TRUE	FALSE
RPS24	ENSG00000138326	RPS24	ribosomal protein S24	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPS25	ENSG00000280831;ENSG00000118181	RPS25	ribosomal protein S25	YES	YES	no	no	no	no	no	FALSE	TRUE	FALSE
RPS26	ENSG00000197728	RPS26	ribosomal protein S26	YES	YES	no	YES	YES	no	YES	FALSE	TRUE	FALSE
RPS27	ENSG00000177954	RPS27	ribosomal protein S27	YES	YES	no	no	YES	no	no	FALSE	TRUE	FALSE
RPS27A	ENSG00000143947	RPS27A	ribosomal protein S27a	YES	no	no	YES	no	no	no	FALSE	TRUE	FALSE
RPS27L	ENSG00000185088	RPS27L	ribosomal protein S27 like	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
RPS28	ENSG00000233927	RPS28	ribosomal protein S28	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPS3	ENSG00000149273	RPS3	ribosomal protein S3	YES	YES	no	YES	YES	no	YES	TRUE	TRUE	TRUE
RPS3A	ENSG00000145425	RPS3A	ribosomal protein S3A	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPS4X	ENSG00000198034	RPS4X	ribosomal protein S4, X-linked	YES	no	no	YES	no	no	no	FALSE	TRUE	FALSE
RPS5	ENSG00000083845	RPS5	ribosomal protein S5	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPS6	ENSG00000137154	RPS6	ribosomal protein S6	no	YES	no	YES	YES	YES	no	FALSE	TRUE	FALSE
RPS7	ENSG00000171863	RPS7	ribosomal protein S7	YES	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
RPS8	ENSG00000142937	RPS8	ribosomal protein S8	YES	YES	no	YES	YES	YES	YES	FALSE	TRUE	FALSE
RPS9	ENSG00000170889	RPS9	ribosomal protein S9	no	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
RPSA	ENSG00000168028	RPSA	ribosomal protein SA	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
RPUSD2	ENSG00000166133	RPUSD2	RNA pseudouridylate synthase domain containing 2	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RPUSD3	ENSG00000156990	RPUSD3	RNA pseudouridylate synthase domain containing 3	YES	no	no	YES	YES	no	YES	FALSE	FALSE	FALSE
RPUSD4	ENSG00000165526	RPUSD4	RNA pseudouridylate synthase domain containing 4	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
RRBP1	ENSG00000125844	RRBP1	ribosome binding protein 1	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
RRP1	ENSG00000160214	RRP1	ribosomal RNA processing 1	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
RRP12	ENSG00000052749	RRP12	ribosomal RNA processing 12 homolog	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RRP15	ENSG00000067533	RRP15	ribosomal RNA processing 15 homolog	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
RRP1B	ENSG00000160208	RRP1B	ribosomal RNA processing 1B	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RRP36	ENSG00000124541	RRP36	ribosomal RNA processing 36	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RRP7A	ENSG00000189306	RRP7A	ribosomal RNA processing 7 homolog A	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RRP8	ENSG00000132275	RRP8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RRP9	ENSG00000114767	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RRS1	ENSG00000179041	RRS1	ribosome biogenesis regulator homolog	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
RSL1D1	ENSG00000171490	RSL1D1	ribosomal L1 domain containing 1	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
RSL24D1	ENSG00000137876	RSL24D1	ribosomal L24 domain containing 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
RSRC2	ENSG00000111011	RSRC2	arginine and serine rich coiled-coil 2	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
RTCA	ENSG00000137996	RTCA	RNA 3'-terminal phosphate cyclase	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
RTCB	ENSG00000100220	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	YES	YES	no	YES	YES	no	YES	TRUE	FALSE	FALSE
RTF1	ENSG00000137815	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
RTN4	ENSG00000115310	RTN4	reticulon 4	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
RWDD4	ENSG00000182552	RWDD4	RWD domain containing 4	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
S100A16	ENSG00000188643	S100A16	S100 calcium binding protein A16	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
S100A4	ENSG00000196154	S100A4	S100 calcium binding protein A4	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
S100A9	ENSG00000163220	S100A9	S100 calcium binding protein A9	no	no	no	no	no	no	YES	FALSE	FALSE	FALSE
SAFB	ENSG00000160633	SAFB	scaffold attachment factor B	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SAFB2	ENSG00000130254	SAFB2	scaffold attachment factor B2	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SAMD4A	ENSG00000020577	SAMD4A	sterile alpha motif domain containing 4A	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SAMD4B	ENSG00000179134	SAMD4B	sterile alpha motif domain containing 4B	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SAMSN1	ENSG00000155307	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SAP18	ENSG00000150459	SAP18	Sin3A associated protein 18	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SAP30BP	ENSG00000161526	SAP30BP	SAP30 binding protein	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SARNP	ENSG00000205323	SARNP	SAP domain containing ribonucleoprotein	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SARS	ENSG00000031698	SARS	seryl-tRNA synthetase	no	YES	no	no	YES	no	no	TRUE	TRUE	TRUE
SARS2	ENSG00000283104;ENSG00000104835	SARS2	seryl-tRNA synthetase 2, mitochondrial	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
SART1	ENSG00000175467	SART1	squamous cell carcinoma antigen recognized by T-cells 1	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
SART3	ENSG00000075856	SART3	squamous cell carcinoma antigen recognized by T-cells 3	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SBDS	ENSG00000126524	SBDS	SBDS ribosome assembly guanine nucleotide exchange factor	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SCAF11	ENSG00000139218	SCAF11	SR-related CTD associated factor 11	YES	YES	no	YES	no	YES	no	FALSE	FALSE	FALSE
SCAF4	ENSG00000156304	SCAF4	SR-related CTD associated factor 4	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
SCAF8	ENSG00000213079	SCAF8	SR-related CTD associated factor 8	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SCAMP2	ENSG00000140497	SCAMP2	secretory carrier membrane protein 2	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SCAMP3	ENSG00000116521	SCAMP3	secretory carrier membrane protein 3	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SCG3	ENSG00000104112	SCG3	secretogranin III	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SDAD1	ENSG00000198301	SDAD1	SDA1 domain containing 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SEC23IP	ENSG00000107651	SEC23IP	SEC23 interacting protein	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SEC31A	ENSG00000138674	SEC31A	SEC31 homolog A, COPII coat complex component	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SEC61A1	ENSG00000058262	SEC61A1	Sec61 translocon alpha 1 subunit	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SEC61B	ENSG00000106803	SEC61B	Sec61 translocon beta subunit	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
SEC62	ENSG00000008952	SEC62	SEC62 homolog, preprotein translocation factor	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SEC63	ENSG00000025796	SEC63	SEC63 homolog, protein translocation regulator	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SECISBP2	ENSG00000187742	SECISBP2	SECIS binding protein 2	no	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
SECISBP2L	ENSG00000138593	SECISBP2L	SECIS binding protein 2 like	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SELENOH	ENSG00000211450	SELENOH	selenoprotein H	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
SEPT11	ENSG00000138758	SEPT11	septin 11	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SEPT7	ENSG00000122545	SEPT7	septin 7	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SERBP1	ENSG00000142864	SERBP1	SERPINE1 mRNA binding protein 1	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
SERPINH1	ENSG00000149257	SERPINH1	serpin family H member 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SF1	ENSG00000168066	SF1	splicing factor 1	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SF3A1	ENSG00000099995	SF3A1	splicing factor 3a subunit 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SF3A2	ENSG00000104897	SF3A2	splicing factor 3a subunit 2	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SF3A3	ENSG00000183431	SF3A3	splicing factor 3a subunit 3	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SF3B1	ENSG00000115524	SF3B1	splicing factor 3b subunit 1	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SF3B2	ENSG00000087365	SF3B2	splicing factor 3b subunit 2	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SF3B4	ENSG00000143368	SF3B4	splicing factor 3b subunit 4	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SF3B6	ENSG00000115128	SF3B6	splicing factor 3b subunit 6	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SFPQ	ENSG00000116560	SFPQ	splicing factor proline and glutamine rich	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SKIV2L2	ENSG00000039123	SKIV2L2	Ski2 like RNA helicase 2	no	YES	no	YES	no	no	YES	TRUE	FALSE	FALSE
SLBP	ENSG00000163950	SLBP	stem-loop binding protein	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SLC16A3	ENSG00000141526	SLC16A3	solute carrier family 16 member 3	no	no	no	YES	no	no	no	FALSE	TRUE	FALSE
SLC25A11	ENSG00000108528	SLC25A11	solute carrier family 25 member 11	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
SLC25A48	ENSG00000145832	SLC25A48	solute carrier family 25 member 48	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SLC25A5	ENSG00000005022	SLC25A5	solute carrier family 25 member 5	no	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
SLC3A2	ENSG00000168003	SLC3A2	solute carrier family 3 member 2	no	no	no	YES	no	no	no	FALSE	TRUE	FALSE
SLIRP	ENSG00000119705	SLIRP	SRA stem-loop interacting RNA binding protein	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
SLTM	ENSG00000137776	SLTM	SAFB like transcription modulator	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SMC1A	ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
SMG1	ENSG00000157106	SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
SMNDC1	ENSG00000119953	SMNDC1	survival motor neuron domain containing 1	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SND1	ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
SNIP1	ENSG00000163877	SNIP1	Smad nuclear interacting protein 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SNRNP200	ENSG00000144028	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	YES	no	no	YES	no	no	no	TRUE	FALSE	FALSE
SNRNP40	ENSG00000060688	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SNRNP70	ENSG00000104852	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70	YES	YES	YES	YES	no	no	no	FALSE	FALSE	FALSE
SNRPA	ENSG00000077312	SNRPA	small nuclear ribonucleoprotein polypeptide A	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SNRPA1	ENSG00000131876	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	YES	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SNRPB	ENSG00000125835	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
SNRPC	ENSG00000124562	SNRPC	small nuclear ribonucleoprotein polypeptide C	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
SNRPD1	ENSG00000167088	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	YES	no	no	YES	YES	YES	no	FALSE	FALSE	FALSE
SNRPD2	ENSG00000125743	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
SNRPD3	ENSG00000100028	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide	YES	no	no	no	YES	YES	no	FALSE	FALSE	FALSE
SNRPF	ENSG00000139343	SNRPF	small nuclear ribonucleoprotein polypeptide F	no	no	no	no	no	YES	no	FALSE	FALSE	FALSE
SNRPG	ENSG00000143977	SNRPG	small nuclear ribonucleoprotein polypeptide G	no	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SNTB1	ENSG00000172164	SNTB1	syntrophin beta 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SNTB2	ENSG00000168807	SNTB2	syntrophin beta 2	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
SNU13	ENSG00000100138	SNU13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SNW1	ENSG00000100603	SNW1	SNW domain containing 1	YES	no	no	no	no	no	YES	FALSE	FALSE	FALSE
SON	ENSG00000159140	SON	SON DNA binding protein	YES	YES	no	YES	no	YES	no	FALSE	FALSE	FALSE
SORBS1	ENSG00000095637	SORBS1	sorbin and SH3 domain containing 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SORBS2	ENSG00000154556	SORBS2	sorbin and SH3 domain containing 2	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SPAG9	ENSG00000008294	SPAG9	sperm associated antigen 9	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SPATS2	ENSG00000123352	SPATS2	spermatogenesis associated serine rich 2	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SPATS2L	ENSG00000196141	SPATS2L	spermatogenesis associated serine rich 2 like	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SPEN	ENSG00000065526	SPEN	spen family transcriptional repressor	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SPOUT1	ENSG00000198917	SPOUT1	SPOUT domain containing methyltransferase 1	YES	YES	no	YES	no	YES	no	FALSE	FALSE	FALSE
SPTAN1	ENSG00000197694	SPTAN1	spectrin alpha, non-erythrocytic 1	no	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
SPTBN1	ENSG00000115306	SPTBN1	spectrin beta, non-erythrocytic 1	YES	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
SPTBN5	ENSG00000137877	SPTBN5	spectrin beta, non-erythrocytic 5	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SRBD1	ENSG00000068784	SRBD1	S1 RNA binding domain 1	no	no	no	no	YES	YES	no	FALSE	FALSE	FALSE
SREK1	ENSG00000153914	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	YES	no	no	no	no	no	YES	FALSE	FALSE	FALSE
SRFBP1	ENSG00000151304	SRFBP1	serum response factor binding protein 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SRP14	ENSG00000140319	SRP14	signal recognition particle 14	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SRP19	ENSG00000153037	SRP19	signal recognition particle 19	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SRP54	ENSG00000100883	SRP54	signal recognition particle 54	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
SRP68	ENSG00000167881	SRP68	signal recognition particle 68	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SRP72	ENSG00000174780	SRP72	signal recognition particle 72	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
SRPK1	ENSG00000096063	SRPK1	SRSF protein kinase 1	YES	YES	no	no	no	no	no	TRUE	FALSE	FALSE
SRPK2	ENSG00000135250	SRPK2	SRSF protein kinase 2	YES	no	no	YES	no	no	no	TRUE	FALSE	FALSE
SRPRA	ENSG00000182934	SRPRA	SRP receptor alpha subunit	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
SRPRB	ENSG00000144867	SRPRB	SRP receptor beta subunit	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SRRM1	ENSG00000133226	SRRM1	serine and arginine repetitive matrix 1	YES	YES	no	no	no	YES	no	FALSE	FALSE	FALSE
SRRM2	ENSG00000167978	SRRM2	serine/arginine repetitive matrix 2	YES	YES	no	YES	YES	YES	no	FALSE	FALSE	FALSE
SRRT	ENSG00000087087	SRRT	serrate, RNA effector molecule	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SRSF1	ENSG00000136450	SRSF1	serine and arginine rich splicing factor 1	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
SRSF10	ENSG00000188529	SRSF10	serine and arginine rich splicing factor 10	YES	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SRSF11	ENSG00000116754	SRSF11	serine and arginine rich splicing factor 11	YES	no	no	YES	YES	no	YES	FALSE	FALSE	FALSE
SRSF12	ENSG00000154548	SRSF12	serine and arginine rich splicing factor 12	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
SRSF2	ENSG00000161547	SRSF2	serine and arginine rich splicing factor 2	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SRSF3	ENSG00000112081	SRSF3	serine and arginine rich splicing factor 3	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
SRSF4	ENSG00000116350	SRSF4	serine and arginine rich splicing factor 4	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SRSF5	ENSG00000100650	SRSF5	serine and arginine rich splicing factor 5	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
SRSF6	ENSG00000124193	SRSF6	serine and arginine rich splicing factor 6	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
SRSF7	ENSG00000115875	SRSF7	serine and arginine rich splicing factor 7	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SRSF8	ENSG00000263465	SRSF8	serine and arginine rich splicing factor 8	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
SRSF9	ENSG00000111786	SRSF9	serine and arginine rich splicing factor 9	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
SSB	ENSG00000138385	SSB	Sjogren syndrome antigen B	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SSBP1	ENSG00000262771;ENSG00000106028	SSBP1	single stranded DNA binding protein 1	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
SSR1	ENSG00000124783	SSR1	signal sequence receptor subunit 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
SSRP1	ENSG00000149136	SSRP1	structure specific recognition protein 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
ST13	ENSG00000100380	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
STAU1	ENSG00000124214	STAU1	staufen double-stranded RNA binding protein 1	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
STAU2	ENSG00000040341	STAU2	staufen double-stranded RNA binding protein 2	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
STIP1	ENSG00000168439	STIP1	stress induced phosphoprotein 1	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
STK10	ENSG00000072786	STK10	serine/threonine kinase 10	no	no	no	no	YES	no	no	TRUE	FALSE	FALSE
STRAP	ENSG00000023734	STRAP	serine/threonine kinase receptor associated protein	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
STRBP	ENSG00000165209	STRBP	spermatid perinuclear RNA binding protein	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
STX18	ENSG00000168818	STX18	syntaxin 18	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
STX7	ENSG00000079950	STX7	syntaxin 7	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
STXBP1	ENSG00000136854	STXBP1	syntaxin binding protein 1	no	no	no	YES	no	no	no	FALSE	TRUE	FALSE
SUB1	ENSG00000113387	SUB1	SUB1 homolog, transcriptional regulator	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
SUCLG1	ENSG00000163541	SUCLG1	succinate-CoA ligase alpha subunit	no	no	no	YES	YES	no	no	TRUE	TRUE	TRUE
SUCO	ENSG00000094975	SUCO	SUN domain containing ossification factor	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
SUGP1	ENSG00000105705	SUGP1	SURP and G-patch domain containing 1	YES	YES	no	no	no	YES	YES	FALSE	FALSE	FALSE
SUGP2	ENSG00000064607	SUGP2	SURP and G-patch domain containing 2	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SUMO1	ENSG00000116030	SUMO1	small ubiquitin-like modifier 1	no	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
SUMO2	ENSG00000188612	SUMO2	small ubiquitin-like modifier 2	YES	YES	no	no	no	no	YES	FALSE	FALSE	FALSE
SUPT16H	ENSG00000092201	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SUPT5H	ENSG00000196235	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
SUPT6H	ENSG00000109111	SUPT6H	SPT6 homolog, histone chaperone	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SUPV3L1	ENSG00000156502	SUPV3L1	Suv3 like RNA helicase	YES	YES	no	YES	no	no	YES	TRUE	FALSE	FALSE
SURF6	ENSG00000281309;ENSG00000148296	SURF6	surfeit 6	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SYF2	ENSG00000117614	SYF2	SYF2 pre-mRNA splicing factor	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
SYNCRIP	ENSG00000135316	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
SYNE1	ENSG00000131018	SYNE1	spectrin repeat containing nuclear envelope protein 1	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
SYNE2	ENSG00000054654	SYNE2	spectrin repeat containing nuclear envelope protein 2	no	no	no	no	no	YES	no	FALSE	FALSE	FALSE
TACO1	ENSG00000136463	TACO1	translational activator of cytochrome c oxidase I	no	YES	no	no	YES	no	no	FALSE	TRUE	FALSE
TAF15	ENSG00000270647;ENSG00000276833	TAF15	TATA-box binding protein associated factor 15	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
TAGLN	ENSG00000149591	TAGLN	transgelin	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
TAGLN2	ENSG00000158710	TAGLN2	transgelin 2	no	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
TARDBP	ENSG00000120948	TARDBP	TAR DNA binding protein	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
TARS	ENSG00000113407	TARS	threonyl-tRNA synthetase	no	no	no	no	YES	no	no	TRUE	FALSE	FALSE
TBCA	ENSG00000171530	TBCA	tubulin folding cofactor A	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
