HuH7 mRNA interactome_Ensembl gene ID,HuH7 mRNA interactome_ENSEMBL Gene Name,HuH7 mRNA interactome_Entrez Gene ID,Uniprot,mRNA interactome status,average log2 fold change (cCL/control),padj cCL,average log2 fold change (PAR-CL/control),padj PAR-CL,HuH7 mRNA interactome_RNA biology status,HuH7 mRNA interactome_RBD,human mRNA interactomes_Ensembl gene ID,HeLa,HEK293,HuH7,human mRNA interactomes_ENSEMBL Gene Name,human mRNA interactomes_Entrez Gene ID,Uniprot entry,human mRNA interactomes_RNA biology status,human mRNA interactomes_RBD,enigmRBP,"""classical"" metablic enzyme",EC number,EC class,"Conserved ""core"" RBP",InParanoid Cluster ID,Uniprot ID,Organism
ENSG00000177192,PUS1,80324,Q9Y606,mRNA interactome,3.644825,0.0015994018,3.657802,0.0039673383,linked,recognized,ENSG00000177192,mRNA interactome,mRNA interactome,mRNA interactome,PUS1,80324,Q9Y606,linked,recognized,,,,,core,777,Q9Y606,H.sapiens
ENSG00000108349,CASC3,22794,O15234,mRNA interactome,3.641495,0.0004258245,4.3491523333,0.0014111011,linked,recognized,ENSG00000108349,mRNA interactome,mRNA interactome,mRNA interactome,CASC3,22794,O15234,linked,recognized,,,,,,,,
ENSG00000130956,HABP4,22927,Q5JVS0,mRNA interactome,3.614247,0.0015901468,2.880411,0.0148730624,unknown,recognized,ENSG00000130956,no evidence,no evidence,mRNA interactome,HABP4,22927,Q5JVS0,unknown,recognized,,,,,,,,
ENSG00000023734,STRAP,11171,Q9Y3F4,mRNA interactome,3.6131263333,0.0008177864,3.6782035,0.0031484507,linked,unknown,ENSG00000023734,mRNA interactome,mRNA interactome,mRNA interactome,STRAP,11171,Q9Y3F4,linked,unknown,,,,,,,,
ENSG00000122870,BICC1,80114,Q9H694,mRNA interactome,3.611785,0.0020186814,,,linked,recognized,ENSG00000122870,mRNA interactome,no evidence,mRNA interactome,BICC1,80114,Q9H694,linked,recognized,,,,,,,,
ENSG00000135829,DHX9,1660,Q08211,mRNA interactome,3.611386,0.000930749,4.4969613333,0.0009387866,linked,recognized,ENSG00000135829,mRNA interactome,mRNA interactome,mRNA interactome,DHX9,1660,Q08211,linked,recognized,,,,,,,,
ENSG00000117569,PTBP2,58155,Q9UKA9,mRNA interactome,3.6041856667,0.0002856154,3.9774046667,0.0005984129,linked,recognized,ENSG00000117569,mRNA interactome,mRNA interactome,mRNA interactome,PTBP2,58155,Q9UKA9,linked,recognized,,,,,,,,
ENSG00000107937,GTPBP4,23560,Q9BZE4,mRNA interactome,3.597756,0.0016173809,3.42819,0.0029902063,linked,unknown,ENSG00000107937,mRNA interactome,mRNA interactome,mRNA interactome,GTPBP4,23560,Q9BZE4,linked,unknown,,,,,core,188,Q9BZE4,H.sapiens
ENSG00000003756,RBM5,10181,P52756,mRNA interactome,3.5976055,0.0015346572,,,linked,recognized,ENSG00000003756,no evidence,mRNA interactome,mRNA interactome,RBM5,10181,P52756,linked,recognized,,,,,,,,
ENSG00000087302,C14orf166,51637,Q9Y224,mRNA interactome,3.5905305,0.0018577608,3.007785,0.0074832113,linked,unknown,ENSG00000087302,mRNA interactome,no evidence,mRNA interactome,C14orf166,51637,Q9Y224,linked,unknown,,,,,,,,
ENSG00000167526,RPL13,6137,P26373,mRNA interactome,3.585481,0.004619899,2.4975223333,0.010952549,linked,unknown,ENSG00000167526,mRNA interactome,no evidence,mRNA interactome,RPL13,6137,P26373,linked,unknown,,,,,core,1070,P26373,H.sapiens
ENSG00000037474,NSUN2,54888,Q08J23,mRNA interactome,3.5849676667,0.0003398192,3.418605,0.0029042222,linked,recognized,ENSG00000037474,mRNA interactome,mRNA interactome,mRNA interactome,NSUN2,54888,Q08J23,linked,recognized,,,,,core,309,Q08J23,H.sapiens
ENSG00000110321,EIF4G2,1982,P78344,mRNA interactome,3.5812363333,0.0003143859,3.6554566667,0.000846643,linked,recognized,ENSG00000110321,mRNA interactome,mRNA interactome,mRNA interactome,EIF4G2,1982,P78344,linked,recognized,,,,,,,,
ENSG00000091127,PUS7,54517,Q96PZ0,mRNA interactome,3.574924,0.0021643263,3.4933515,0.0039004608,linked,recognized,ENSG00000091127,mRNA interactome,mRNA interactome,mRNA interactome,PUS7,54517,Q96PZ0,linked,recognized,,,,,core,446,Q96PZ0,H.sapiens
ENSG00000047315,POLR2B,5431,P30876,mRNA interactome,3.564202,0.0044361603,4.162341,0.0044446701,linked,recognized,ENSG00000047315,mRNA interactome,mRNA interactome,mRNA interactome,POLR2B,5431,P30876,linked,recognized,,,,,core,12,P30876,H.sapiens
ENSG00000096746,HNRNPH3,3189,P31942,mRNA interactome,3.5638886667,0.0004182062,3.858545,0.0007441815,linked,recognized,ENSG00000096746,mRNA interactome,mRNA interactome,mRNA interactome,HNRNPH3,3189,P31942,linked,recognized,,,,,,,,
ENSG00000133226,SRRM1,10250,Q8IYB3,mRNA interactome,3.559783,0.0003661219,3.1858733333,0.0033952612,linked,recognized,ENSG00000133226,no evidence,mRNA interactome,mRNA interactome,SRRM1,10250,Q8IYB3,linked,recognized,,,,,,,,
ENSG00000083312,TNPO1,3842,Q92973,mRNA interactome,3.5581226667,0.0004008048,,,linked,unknown,ENSG00000083312,mRNA interactome,mRNA interactome,mRNA interactome,TNPO1,3842,Q92973,linked,unknown,,,,,core,276,Q92973,H.sapiens
ENSG00000123064,DDX54,79039,Q8TDD1,candidate RNA binder,3.5567025,0.0152967517,2.4062915333,0.0193151062,linked,recognized,ENSG00000123064,mRNA interactome,mRNA interactome,candidate RNA binder,DDX54,79039,Q8TDD1,linked,recognized,,,,,core,249,Q8TDD1,H.sapiens
ENSG00000110700,RPS13,6207,P62277,mRNA interactome,3.547291,0.0039362546,2.9158725667,0.0121802833,linked,unknown,ENSG00000110700,no evidence,mRNA interactome,mRNA interactome,RPS13,6207,P62277,linked,unknown,,,,,core,761,P62277,H.sapiens
ENSG00000064607,SUGP2,10147,Q8IX01,mRNA interactome,3.546363,0.0007094651,4.150637,0.0022194319,linked,recognized,ENSG00000064607,mRNA interactome,mRNA interactome,mRNA interactome,SUGP2,10147,Q8IX01,linked,recognized,,,,,,,,
ENSG00000090905,TNRC6A,27327,Q8NDV7,mRNA interactome,3.54302,0.0006033076,,,linked,unknown,ENSG00000090905,no evidence,mRNA interactome,mRNA interactome,TNRC6A,27327,Q8NDV7,linked,unknown,,,,,,,,
ENSG00000120800,UTP20,27340,O75691,mRNA interactome,3.5415516667,0.0022902722,4.154668,0.0015088163,linked,recognized,ENSG00000120800,mRNA interactome,mRNA interactome,mRNA interactome,UTP20,27340,O75691,linked,recognized,,,,,core,176,O75691,H.sapiens
ENSG00000123136,DDX39A,10212,O00148,mRNA interactome,3.540003,0.0015856198,3.1639145,0.0052091289,linked,recognized,ENSG00000123136,mRNA interactome,mRNA interactome,mRNA interactome,DDX39A,10212,O00148,linked,recognized,,,,,core,185,O00148,H.sapiens
ENSG00000170860,LSM3,27258,P62310,mRNA interactome,3.538161,0.0018344116,2.7689135,0.0110154007,linked,recognized,ENSG00000170860,mRNA interactome,mRNA interactome,mRNA interactome,LSM3,27258,P62310,linked,recognized,,,,,core,1811,P62310,H.sapiens
ENSG00000105321,CCDC9,26093,Q9Y3X0,mRNA interactome,3.5353,0.0005324734,3.623476,0.0010211383,unknown,unknown,ENSG00000105321,mRNA interactome,mRNA interactome,mRNA interactome,CCDC9,26093,Q9Y3X0,unknown,unknown,yes,,,,,,,
ENSG00000124571,XPO5,57510,Q9HAV4,mRNA interactome,3.5254396667,0.0015404498,2.8780686667,0.0021138854,linked,unknown,ENSG00000124571,mRNA interactome,mRNA interactome,mRNA interactome,XPO5,57510,Q9HAV4,linked,unknown,,,,,,,,
ENSG00000115268,RPS15,6209,P62841,mRNA interactome,3.522132,0.0009403961,,,linked,unknown,ENSG00000115268,mRNA interactome,mRNA interactome,mRNA interactome,RPS15,6209,P62841,linked,unknown,,,,,core,1100,P62841,H.sapiens
ENSG00000156735,BAG4,9530,O95429,mRNA interactome,3.5204476667,0.0006582852,4.259134,0.0034744134,linked,unknown,ENSG00000156735,no evidence,mRNA interactome,mRNA interactome,BAG4,9530,O95429,linked,unknown,,,,,,,,
ENSG00000165733,BMS1,9790,Q14692,mRNA interactome,3.5119796667,0.0016538923,2.789754,0.0123208731,linked,unknown,ENSG00000165733,mRNA interactome,mRNA interactome,mRNA interactome,BMS1,9790,Q14692,linked,unknown,,,,,core,63,Q14692,H.sapiens
ENSG00000006744,ELAC2,60528,Q9BQ52,mRNA interactome,3.5048893333,0.0005324734,3.2310065,0.0086377529,linked,unknown,ENSG00000006744,mRNA interactome,mRNA interactome,mRNA interactome,ELAC2,60528,Q9BQ52,linked,unknown,,,,,,,,
ENSG00000100220,RTCB,51493,Q9Y3I0,mRNA interactome,3.4946216667,0.000383905,3.994352,0.0038247941,linked,recognized,ENSG00000100220,mRNA interactome,mRNA interactome,mRNA interactome,RTCB,51493,Q9Y3I0,linked,recognized,,,,,,,,
ENSG00000204842,ATXN2,6311,Q99700,mRNA interactome,3.4941373333,0.0004771391,3.3754036667,0.0012058369,linked,unknown,ENSG00000204842,mRNA interactome,mRNA interactome,mRNA interactome,ATXN2,6311,Q99700,linked,unknown,,,,,,,,
ENSG00000090097,PCBP4,57060,P57723,mRNA interactome,3.493664,0.0021643263,4.016308,0.0008910767,linked,recognized,ENSG00000090097,mRNA interactome,no evidence,mRNA interactome,PCBP4,57060,P57723,linked,recognized,,,,,core,1463,P57723,H.sapiens
ENSG00000112578,BYSL,705,Q13895,mRNA interactome,3.4896263333,0.0003419352,2.2278634,0.0252015128,linked,recognized,ENSG00000112578,mRNA interactome,no evidence,mRNA interactome,BYSL,705,Q13895,linked,recognized,,,,,core,593,Q13895,H.sapiens
ENSG00000129351,ILF3,3609,Q12906,mRNA interactome,3.4780333333,0.0013983299,4.42906,0.0007163917,linked,recognized,ENSG00000129351,mRNA interactome,mRNA interactome,mRNA interactome,ILF3,3609,Q12906,linked,recognized,,,,,,,,
ENSG00000179837,RBM15B,29890,Q8NDT2,mRNA interactome,3.4761933333,0.0005781124,2.4117727333,0.0120542959,linked,recognized,ENSG00000179837,mRNA interactome,mRNA interactome,mRNA interactome,RBM15B,29890,Q8NDT2,linked,recognized,,,,,,,,
ENSG00000158769,F11R,50848,Q9Y624,mRNA interactome,3.4745633333,0.0013983299,1.9915124,0.0509819953,unknown,unknown,ENSG00000158769,no evidence,no evidence,mRNA interactome,F11R,50848,Q9Y624,unknown,unknown,yes,,,,,,,
ENSG00000053372,MRTO4,51154,Q9UKD2,mRNA interactome,3.467055,0.0025842305,3.6734523333,0.0014225404,linked,unknown,ENSG00000053372,mRNA interactome,mRNA interactome,mRNA interactome,MRTO4,51154,Q9UKD2,linked,unknown,,,,,core,1138,Q9UKD2,H.sapiens
ENSG00000072506,HSD17B10,3028,Q99714,mRNA interactome,3.46337,0.0044591112,2.7839505,0.0078936639,linked,unknown,ENSG00000072506,no evidence,mRNA interactome,mRNA interactome,HSD17B10,3028,Q99714,linked,unknown,,yes,1.1.1.35,oxidoreductase,,,,
ENSG00000182934,SRPR,6734,P08240,mRNA interactome,3.456533,0.0056176543,,,linked,recognized,ENSG00000182934,mRNA interactome,no evidence,mRNA interactome,SRPR,6734,P08240,linked,recognized,,,,,,,,
ENSG00000099942,CRKL,1399,P46109,mRNA interactome,3.452359,0.0011672529,,,unknown,unknown,ENSG00000099942,mRNA interactome,no evidence,mRNA interactome,CRKL,1399,P46109,unknown,unknown,yes,,,,,,,
ENSG00000107223,EDF1,8721,O60869,mRNA interactome,3.452327,0.0006905674,2.1711556667,0.007585182,unknown,unknown,ENSG00000107223,mRNA interactome,mRNA interactome,mRNA interactome,EDF1,8721,O60869,unknown,unknown,yes,,,,core,1410,O60869,H.sapiens
ENSG00000136261,BZW2,28969,Q9Y6E2,mRNA interactome,3.4519986667,0.0017950684,3.71371,0.0009195575,unknown,unknown,ENSG00000136261,no evidence,no evidence,mRNA interactome,BZW2,28969,Q9Y6E2,unknown,unknown,yes,,,,,,,
ENSG00000138709,LARP1B,55132,Q659C4,mRNA interactome,3.45096,0.000810882,,,linked,recognized,ENSG00000138709,no evidence,mRNA interactome,mRNA interactome,LARP1B,55132,Q659C4,linked,recognized,,,,,,,,
ENSG00000166441,RPL27A,6157,P46776,mRNA interactome,3.4503276667,0.0040329081,4.477023,0.0008247363,linked,unknown,ENSG00000166441,no evidence,mRNA interactome,mRNA interactome,RPL27A,6157,P46776,linked,unknown,,,,,core,988,P46776,H.sapiens
ENSG00000196262,PPIA,5478,P62937,mRNA interactome,3.4494446667,0.0005324734,2.2060322,0.0148771791,linked,unknown,ENSG00000196262,mRNA interactome,mRNA interactome,mRNA interactome,PPIA,5478,P62937,linked,unknown,,yes,5.2.1.8,isomerase,core,784,P62937,H.sapiens
ENSG00000181991,MRPS11,64963,P82912,mRNA interactome,3.445541,0.0017357053,3.240494,0.0055548121,linked,recognized,ENSG00000181991,mRNA interactome,mRNA interactome,mRNA interactome,MRPS11,64963,P82912,linked,recognized,,,,,,,,
ENSG00000108270,AATF,26574,Q9NY61,mRNA interactome,3.429326,0.0004400662,4.2845033333,0.0011195938,linked,unknown,ENSG00000108270,mRNA interactome,mRNA interactome,mRNA interactome,AATF,26574,Q9NY61,linked,unknown,,,,,core,1511,Q9NY61,H.sapiens
ENSG00000182154,MRPL41,64975,Q8IXM3,mRNA interactome,3.426552,0.0021430341,,,linked,unknown,ENSG00000182154,mRNA interactome,mRNA interactome,mRNA interactome,MRPL41,64975,Q8IXM3,linked,unknown,,,,,,,,
ENSG00000085733,CTTN,2017,Q14247,mRNA interactome,3.4105053333,0.001396014,,,unknown,unknown,ENSG00000085733,no evidence,no evidence,mRNA interactome,CTTN,2017,Q14247,unknown,unknown,yes,,,,,,,
ENSG00000130935,NOL11,25926,Q9H8H0,mRNA interactome,3.403472,0.0020012642,,,linked,unknown,ENSG00000130935,mRNA interactome,mRNA interactome,mRNA interactome,NOL11,25926,Q9H8H0,linked,unknown,,,,,,,,
ENSG00000107833,NPM3,10360,O75607,mRNA interactome,3.403188,0.0004140186,2.937085,0.0088295401,linked,unknown,ENSG00000107833,mRNA interactome,mRNA interactome,mRNA interactome,NPM3,10360,O75607,linked,unknown,,,,,,,,
ENSG00000113649,TCERG1,10915,O14776,mRNA interactome,3.4012623333,0.0015404498,,,linked,recognized,ENSG00000113649,mRNA interactome,mRNA interactome,mRNA interactome,TCERG1,10915,O14776,linked,recognized,,,,,,,,
ENSG00000064666,CNN2,1265,Q99439,mRNA interactome,3.3895306667,0.0004258245,,,unknown,unknown,ENSG00000064666,no evidence,no evidence,mRNA interactome,CNN2,1265,Q99439,unknown,unknown,yes,,,,,,,
ENSG00000115524,SF3B1,23451,O75533,mRNA interactome,3.389519,0.0005222354,4.0704276667,0.0007319712,linked,recognized,ENSG00000115524,mRNA interactome,mRNA interactome,mRNA interactome,SF3B1,23451,O75533,linked,recognized,,,,,core,46,O75533,H.sapiens
ENSG00000130723,PRRC2B,84726,Q5JSZ5,mRNA interactome,3.3843616667,0.0006905674,2.9492456667,0.0022278792,unknown,unknown,ENSG00000130723,mRNA interactome,mRNA interactome,mRNA interactome,PRRC2B,84726,Q5JSZ5,unknown,unknown,yes,,,,,,,
ENSG00000115816,CEBPZ,10153,Q03701,mRNA interactome,3.3825093333,0.0011814649,4.3099913333,0.0008961101,linked,unknown,ENSG00000115816,mRNA interactome,mRNA interactome,mRNA interactome,CEBPZ,10153,Q03701,linked,unknown,,,,,core,404,Q03701,H.sapiens
ENSG00000163319,MRPS18C,51023,Q9Y3D5,mRNA interactome,3.3799185,0.0019686285,2.5922035,0.0221353124,linked,unknown,ENSG00000163319,no evidence,no evidence,mRNA interactome,MRPS18C,51023,Q9Y3D5,linked,unknown,,,,,,,,
ENSG00000015479,MATR3,9782,P43243,mRNA interactome,3.3791843333,0.0025842305,3.821576,0.0033278031,linked,recognized,ENSG00000015479,mRNA interactome,mRNA interactome,mRNA interactome,MATR3,9782,P43243,linked,recognized,,,,,,,,
ENSG00000080824,HSP90AA1,3320,P07900,mRNA interactome,3.3774333333,0.0005298735,2.3606273333,0.0089926598,linked,unknown,ENSG00000080824,mRNA interactome,mRNA interactome,mRNA interactome,HSP90AA1,3320,P07900,linked,unknown,,,,,core,48,P07900,H.sapiens
ENSG00000253729,PRKDC,5591,P78527,mRNA interactome,3.3749386667,0.0004320532,3.7354833333,0.0009228189,linked,unknown,ENSG00000253729,mRNA interactome,mRNA interactome,mRNA interactome,PRKDC,5591,P78527,linked,unknown,,yes,2.7.11.1,transferase,,,,
ENSG00000108179,PPIF,10105,P30405,mRNA interactome,3.3727425,0.0024576608,2.3888835,0.0320063354,unknown,unknown,ENSG00000108179,no evidence,no evidence,mRNA interactome,PPIF,10105,P30405,unknown,unknown,yes,yes,5.2.1.8,isomerase,core,784,P30405,H.sapiens
ENSG00000084072,PPIE,10450,Q9UNP9,mRNA interactome,3.3717356667,0.0018941543,,,linked,recognized,ENSG00000084072,mRNA interactome,no evidence,mRNA interactome,PPIE,10450,Q9UNP9,linked,recognized,,yes,5.2.1.8,isomerase,core,784,Q9UNP9,H.sapiens
ENSG00000239264,TXNDC5,81567,Q8NBS9,mRNA interactome,3.3695995,0.0027910839,,,unknown,unknown,ENSG00000239264,no evidence,no evidence,mRNA interactome,TXNDC5,81567,Q8NBS9,unknown,unknown,yes,yes,1.8.1.9,oxidoreductase,,,,
ENSG00000006047,YBX2,51087,Q9Y2T7,mRNA interactome,3.3690506667,0.0004384897,,,linked,unknown,ENSG00000006047,no evidence,no evidence,mRNA interactome,YBX2,51087,Q9Y2T7,linked,unknown,,,,,,,,
ENSG00000075292,ZNF638,27332,Q14966,mRNA interactome,3.3652656667,0.0009101595,3.376475,0.0013234593,linked,recognized,ENSG00000075292,mRNA interactome,mRNA interactome,mRNA interactome,ZNF638,27332,Q14966,linked,recognized,,,,,,,,
ENSG00000204120,GIGYF2,26058,Q6Y7W6,mRNA interactome,3.3608086667,0.0015393836,2.6526113333,0.0033312503,linked,unknown,ENSG00000204120,no evidence,mRNA interactome,mRNA interactome,GIGYF2,26058,Q6Y7W6,linked,unknown,,,,,core,1664,Q6Y7W6,H.sapiens
ENSG00000174437,ATP2A2,488,P16615,mRNA interactome,3.3549625,0.0019397318,,,unknown,unknown,ENSG00000174437,no evidence,no evidence,mRNA interactome,ATP2A2,488,P16615,unknown,unknown,yes,yes,3.6.3.14,hydrolase,,,,
ENSG00000063177,RPL18,6141,Q07020,mRNA interactome,3.352033,0.004734341,3.750846,0.0049056012,linked,unknown,ENSG00000063177,no evidence,no evidence,mRNA interactome,RPL18,6141,Q07020,linked,unknown,,,,,,,,
ENSG00000134744,ZCCHC11,23318,Q5TAX3,mRNA interactome,3.3456523333,0.0009673676,2.533211,0.0115469541,linked,unknown,ENSG00000134744,mRNA interactome,mRNA interactome,mRNA interactome,ZCCHC11,23318,Q5TAX3,linked,unknown,,,,,,,,
ENSG00000126254,RBM42,79171,Q9BTD8,mRNA interactome,3.333227,0.0004879357,3.0114143333,0.0025048403,linked,recognized,ENSG00000126254,mRNA interactome,no evidence,mRNA interactome,RBM42,79171,Q9BTD8,linked,recognized,,,,,,,,
ENSG00000166889,PATL1,219988,Q86TB9,mRNA interactome,3.331536,0.0004889235,3.476629,0.0091515145,linked,unknown,ENSG00000166889,mRNA interactome,mRNA interactome,mRNA interactome,PATL1,219988,Q86TB9,linked,unknown,,,,,core,1672,Q86TB9,H.sapiens
ENSG00000123908,AGO2,27161,Q9UKV8,mRNA interactome,3.3287785,0.0020145994,3.8977205,0.0029245477,linked,recognized,ENSG00000123908,mRNA interactome,mRNA interactome,mRNA interactome,AGO2,27161,Q9UKV8,linked,recognized,,,,,,,,
ENSG00000101811,CSTF2,1478,P33240,mRNA interactome,3.3262313333,0.0004799214,3.987073,0.0007371138,linked,recognized,ENSG00000101811,mRNA interactome,mRNA interactome,mRNA interactome,CSTF2,1478,P33240,linked,recognized,,,,,,,,
ENSG00000100029,PES1,23481,O00541,mRNA interactome,3.322366,0.0036616808,4.5788916667,0.0004783454,linked,unknown,ENSG00000100029,mRNA interactome,mRNA interactome,mRNA interactome,PES1,23481,O00541,linked,unknown,,,,,core,326,O00541,H.sapiens
ENSG00000138398,PPIG,9360,Q13427,mRNA interactome,3.318442,0.0044350957,4.631477,0.0008305807,linked,unknown,ENSG00000138398,mRNA interactome,mRNA interactome,mRNA interactome,PPIG,9360,Q13427,linked,unknown,,yes,5.2.1.8,isomerase,,,,
ENSG00000022840,RNF10,9921,Q8N5U6,mRNA interactome,3.317957,0.0036769029,,,linked,unknown,ENSG00000022840,no evidence,no evidence,mRNA interactome,RNF10,9921,Q8N5U6,linked,unknown,,,,,core,1266,Q8N5U6,H.sapiens
ENSG00000091542,ALKBH5,54890,Q6P6C2,mRNA interactome,3.3111665,0.0020182049,,,linked,unknown,ENSG00000091542,mRNA interactome,mRNA interactome,mRNA interactome,ALKBH5,54890,Q6P6C2,linked,unknown,,yes,1.14.11.2,oxidoreductase,,,,
ENSG00000172660,TAF15,8148,Q92804,mRNA interactome,3.3111125,0.002619434,3.6760133333,0.0008972814,linked,recognized,ENSG00000172660,mRNA interactome,mRNA interactome,mRNA interactome,TAF15,8148,Q92804,linked,recognized,,,,,,,,
ENSG00000141367,CLTC,1213,Q00610,mRNA interactome,3.308027,0.0021865444,2.1982515,0.0177976867,linked,unknown,ENSG00000141367,no evidence,mRNA interactome,mRNA interactome,CLTC,1213,Q00610,linked,unknown,,,,,,,,
ENSG00000117519,CNN3,1266,Q15417,mRNA interactome,3.2931043333,0.0005848486,-0.164714,0.8681516973,unknown,unknown,ENSG00000117519,no evidence,no evidence,mRNA interactome,CNN3,1266,Q15417,unknown,unknown,yes,,,,,,,
ENSG00000131981,LGALS3,3958,P17931,candidate RNA binder,3.292011,0.0114681162,2.2829485,0.0208091231,linked,unknown,ENSG00000131981,mRNA interactome,no evidence,candidate RNA binder,LGALS3,3958,P17931,linked,unknown,,,,,,,,
ENSG00000165832,TRUB1,142940,Q8WWH5,mRNA interactome,3.2908386667,0.0031653913,,,linked,recognized,ENSG00000165832,no evidence,no evidence,mRNA interactome,TRUB1,142940,Q8WWH5,linked,recognized,,,,,,,,
ENSG00000105705,SUGP1,57794,Q8IWZ8,mRNA interactome,3.2777936667,0.0019686285,4.064724,0.0030441403,linked,recognized,ENSG00000105705,no evidence,mRNA interactome,mRNA interactome,SUGP1,57794,Q8IWZ8,linked,recognized,,,,,,,,
ENSG00000132591,ERAL1,26284,O75616,mRNA interactome,3.2772633333,0.0015040565,0.342551,0.7250405154,linked,recognized,ENSG00000132591,mRNA interactome,mRNA interactome,mRNA interactome,ERAL1,26284,O75616,linked,recognized,,,,,,,,
ENSG00000107951,MTPAP,55149,Q9NVV4,mRNA interactome,3.2771313333,0.002619434,3.0107655,0.0092208233,linked,unknown,ENSG00000107951,mRNA interactome,mRNA interactome,mRNA interactome,MTPAP,55149,Q9NVV4,linked,unknown,,,,,,,,
ENSG00000184708,EIF4ENIF1,56478,Q9NRA8,mRNA interactome,3.2768936667,0.0008405266,3.4634786667,0.0009889042,linked,recognized,ENSG00000184708,no evidence,mRNA interactome,mRNA interactome,EIF4ENIF1,56478,Q9NRA8,linked,recognized,,,,,,,,
ENSG00000104131,EIF3J,8669,O75822,mRNA interactome,3.2632326667,0.0020380567,,,linked,recognized,ENSG00000104131,no evidence,no evidence,mRNA interactome,EIF3J,8669,O75822,linked,recognized,,,,,,,,
ENSG00000148303,RPL7A,6130,P62424,mRNA interactome,3.2593036667,0.0055752808,3.3288446667,0.0125447821,linked,unknown,ENSG00000148303,mRNA interactome,mRNA interactome,mRNA interactome,RPL7A,6130,P62424,linked,unknown,,,,,core,603,P62424,H.sapiens
ENSG00000104852,SNRNP70,6625,P08621,mRNA interactome,3.2558056667,0.0007681709,4.1126545,0.0028116775,linked,recognized,ENSG00000104852,mRNA interactome,mRNA interactome,mRNA interactome,SNRNP70,6625,P08621,linked,recognized,,,,,,,,
ENSG00000111615,KRR1,11103,Q13601,mRNA interactome,3.254433,0.0039005223,2.5717426667,0.0060017363,linked,recognized,ENSG00000111615,mRNA interactome,mRNA interactome,mRNA interactome,KRR1,11103,Q13601,linked,recognized,,,,,,,,
ENSG00000079785,DDX1,1653,Q92499,mRNA interactome,3.253504,0.0005222354,2.4008084333,0.040065073,linked,recognized,ENSG00000079785,mRNA interactome,mRNA interactome,mRNA interactome,DDX1,1653,Q92499,linked,recognized,,,,,,,,
