Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q7CR17	HHA_SALTY	reviewed	Hemolysin expression-modulating protein Hha	hha STM0473	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	72
P0A2I9	HISQ_SALTY	reviewed	Histidine transport system permease protein HisQ	hisQ STM2353	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	228
P10370	HISX_SALTY	reviewed	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD STM2072	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	434
P58533	DTD_SALTY	reviewed	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-)	dtd STM4028	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	145
P0A2R6	DUSB_SALTY	reviewed	tRNA-dihydrouridine synthase B (EC 1.3.1.-)	dusB STM3384	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	321
Q8ZRD1	DXS_SALTY	reviewed	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs STM0422	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	620
P63923	DEOB_SALTY	reviewed	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	deoB STM4569	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	407
P0A1F8	DHAS_SALTY	reviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd STM3539	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	368
P67524	DNAT_SALTY	reviewed	Primosomal protein 1 (Primosomal protein I)	dnaT STM4544	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	179
P55890	DSBC_SALTY	reviewed	Thiol:disulfide interchange protein DsbC	dsbC STM3043	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	237
Q8ZLD6	DTPB_SALTY	reviewed	Dipeptide and tripeptide permease B	dtpB STM3592	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	489
P64008	DUT_SALTY	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut STM3731	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	151
Q8ZRP3	DXR_SALTY	reviewed	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr STM0220	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	398
P0C0T3	DSRB_SALTY	reviewed	Protein DsrB	dsrB STM1983	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	64
Q7CQY0	DTPD_SALTY	reviewed	Dipeptide permease D	dtpD STM0710	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	493
Q8ZRS5	DTNK_SALTY	reviewed	D-threonate kinase (EC 2.7.1.219)	dtnK STM0162	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	423
Q8ZKH4	DUSA_SALTY	reviewed	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	dusA STM4243	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	332
P0A1P2	GPDA_SALTY	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA STM3700	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	339
P0A267	GPPA_SALTY	reviewed	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40) (Guanosine pentaphosphate phosphohydrolase) (pppGpp-5'-phosphohydrolase)	gppA STM3913 STMD1.78	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	493
Q8ZNT7	DCYD_SALTY	reviewed	D-cysteine desulfhydrase (EC 4.4.1.15)	dcyD STM1953	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	328
Q8ZJV7	DEOD_SALTY	reviewed	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD STM4570	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	239
P17853	CYSH_SALTY	reviewed	Phosphoadenosine phosphosulfate reductase (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)	cysH STM2946	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	244
P38039	CYSJ_SALTY	reviewed	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	cysJ STM2948	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	599
Q8ZMF5	CYSN_SALTY	reviewed	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT)	cysN STM2934	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	479
Q9L9I4	DCUP_SALTY	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE STM4167 STMF1.21	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	354
P0A1Q4	DNAB_SALTY	reviewed	Replicative DNA helicase (EC 3.6.4.12)	dnaB STM4246	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	471
Q8ZRU1	DDLB_SALTY	reviewed	D-alanine--D-alanine ligase B (EC 6.3.2.4) (D-Ala-D-Ala ligase B) (D-alanylalanine synthetase B)	ddlB STM0130	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	306
P07362	DNAG_SALTY	reviewed	DNA primase (EC 2.7.7.-)	dnaG STM3210	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	581
Q8ZPM6	DTPA_SALTY	reviewed	Dipeptide and tripeptide permease A	dtpA tppB STM1452	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	501
Q8ZLM7	DEF_SALTY	reviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def fms STM3406	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	169
Q9F173	DPO1_SALTY	reviewed	DNA polymerase I (POL I) (EC 2.7.7.7)	polA STM3999	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	928
Q8XFK6	DSBE_SALTY	reviewed	Thiol:disulfide interchange protein DsbE (Cytochrome c biogenesis protein CcmG)	dsbE1 ccmG1 STM2248; dsbE2 ccmG2 STM3813	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	185
P35671	INVE_SALTY	reviewed	Invasion protein InvE	invE STM2897	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	372
P65748	IPYR_SALTY	reviewed	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppa STM4414	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	176
Q8ZK57	IOLG_SALTY	reviewed	Inositol 2-dehydrogenase (EC 1.1.1.18) (Myo-inositol 2-dehydrogenase) (MI 2-dehydrogenase)	iolG STM4425	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	336
Q7CQ10	ISCR_SALTY	reviewed	HTH-type transcriptional regulator IscR	iscR STM2544	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	164
P05989	ILVC_SALTY	reviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 2) (Ketol-acid reductoisomerase type II)	ilvC STM3909 STMD1.81	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	491
P40810	ILVD_SALTY	reviewed	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD STM3904 STMD1.88	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	616
P0A1A5	ILVE_SALTY	reviewed	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B)	ilvE STM3903 STMD1.89	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	309
P37724	MIAA_SALTY	reviewed	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA STM4360	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	316
Q8ZNQ2	MDTB_SALTY	reviewed	Multidrug resistance protein MdtB (Multidrug transporter MdtB)	mdtB STM2127	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1040
P35672	INVG_SALTY	reviewed	Protein InvG	invG STM2898	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	562
Q9F0N8	IRAM_SALTY	reviewed	Anti-adapter protein IraM (Sigma S-regulator RssC)	iraM rssC STM1110	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	120
P23924	MGLA_SALTY	reviewed	Galactose/methyl galactoside import ATP-binding protein MglA (EC 3.6.3.17)	mglA STM2189	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	506
P40811	ILVI_SALTY	reviewed	Acetolactate synthase isozyme 3 large subunit (EC 2.2.1.6) (AHAS-III) (ALS-III) (Acetohydroxy-acid synthase III large subunit)	ilvI STM0116	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	574
P0A2Q2	ILVY_SALTY	reviewed	HTH-type transcriptional activator IlvY	ilvY STM3908 STMD1.82	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	295
Q8ZK58	IOLE_SALTY	reviewed	Inosose dehydratase (EC 4.2.1.44) (2-keto-myo-inositol dehydratase) (2KMI dehydratase)	iolE STM4424	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	301
P0CL13	IGAA_SALTY	reviewed	Intracellular growth attenuator protein igaA	igaA STM3495	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	710
P0A1S0	IHFA_SALTY	reviewed	Integration host factor subunit alpha (IHF-alpha)	ihfA himA STM1339	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99
P64394	IHFB_SALTY	reviewed	Integration host factor subunit beta (IHF-beta)	ihfB himD STM0982	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	94
Q8ZM82	IDI_SALTY	reviewed	Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase)	idi STM3039	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	181
Q8ZNQ0	MDTD_SALTY	reviewed	Putative multidrug resistance protein MdtD	mdtD STM2129	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	470
P69226	IF1_SALTY	reviewed	Translation initiation factor IF-1	infA STM0953	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	72
Q9ZF31	IF2_SALTY	reviewed	Translation initiation factor IF-2	infB STM3286	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	892
Q7CQS9	ACYP_SALTY	reviewed	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	yccX STM1083	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	93
Q7CR41	ACPH_SALTY	reviewed	Acyl carrier protein phosphodiesterase (ACP phosphodiesterase) (EC 3.1.4.14)	acpH STM0403	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	193
P0A6B1	ACP_SALTY	reviewed	Acyl carrier protein (ACP) (Cytosolic-activating factor) (CAF) (Fatty acid synthase acyl carrier protein)	acpP STM1196	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	78
O33921	AGP_SALTY	reviewed	Glucose-1-phosphatase (G1Pase) (EC 3.1.3.10)	agp STM1117	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	413
P63466	ACPS_SALTY	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS dpj STM2577	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	126
Q8ZKF6	ACSA_SALTY	reviewed	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acs STM4275	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	652
P0A251	AHPC_SALTY	reviewed	Alkyl hydroperoxide reductase C (EC 1.11.1.15) (Alkyl hydroperoxide reductase protein C22) (Peroxiredoxin) (Thioredoxin peroxidase)	ahpC STM0608	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	187
Q8ZML6	ALAE_SALTY	reviewed	L-alanine exporter AlaE	alaE STM2800	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	149
Q8ZP52	ACNA_SALTY	reviewed	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)	acnA STM1712	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	891
P19480	AHPF_SALTY	reviewed	Alkyl hydroperoxide reductase subunit F (EC 1.8.1.-) (Alkyl hydroperoxide reductase F52A protein)	ahpF STM0609	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	521
Q8ZRS8	ACNB_SALTY	reviewed	Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)	acnB STM0158	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	865
P63411	ACKA_SALTY	reviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA STM2337	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	400
Q8ZKF8	ACTP_SALTY	reviewed	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	actP STM4273	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	549
Q8ZRA1	AES_SALTY	reviewed	Acetyl esterase (EC 3.1.1.-)	aes STM0490	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	323
P30877	AGAL_SALTY	reviewed	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	melA STM4298	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	451
P51066	ACEA_SALTY	reviewed	Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)	aceA STM4184	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	434
Q8ZLE2	ACPT_SALTY	reviewed	4'-phosphopantetheinyl transferase AcpT (EC 2.7.8.7)	acpT STM3583	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	192
P26189	ADA_SALTY	reviewed	Regulatory protein ada (Regulatory protein of adaptive response) [Cleaved into: Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (O-6-methylguanine-DNA alkyltransferase)]	ada STM2265	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	353
Q8ZPL9	ADD_SALTY	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add STM1463	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	333
O52325	ARNA_SALTY	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA pbgP3 pmrI STM2299	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	660
P77980	AROB_SALTY	reviewed	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB STM3486	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	362
P22036	ATMB_SALTY	reviewed	Magnesium-transporting ATPase, P-type 1 (EC 3.6.3.2) (Mg(2+) transport ATPase, P-type 1)	mgtB STM3763	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	908
O52328	ARNE_SALTY	reviewed	Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE (L-Ara4N-phosphoundecaprenol flippase subunit ArnE) (Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE)	arnE STM2302	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	111
P26475	ASRB_SALTY	reviewed	Anaerobic sulfite reductase subunit B	asrB STM2549	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	272
Q8ZPK9	ASR_SALTY	reviewed	Acid shock protein	asr STM1485	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	82
Q8ZPV0	ASTD_SALTY	reviewed	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	astD STM1305	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	492
Q8ZKL8	ARGC_SALTY	reviewed	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	argC STM4121	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	334
P0A1B5	AROF_SALTY	reviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroF STM2670	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	356
Q8ZLN1	AROE_SALTY	reviewed	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE STM3401	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	272
O52326	ARND_SALTY	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD pbgP4 pmrJ STM2300	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	299
Q8ZKL6	ARLY_SALTY	reviewed	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH STM4123	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	458
P63603	AROL_SALTY	reviewed	Shikimate kinase 2 (SK 2) (EC 2.7.1.71)	aroL STM0388	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	181
P0CK99	AROP_SALTY	reviewed	Aromatic amino acid transport protein AroP (General aromatic amino acid permease)	aroP STM0150	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	457
P0A1Y2	ASRC_SALTY	reviewed	Anaerobic sulfite reductase subunit C (EC 1.8.1.-)	asrC STM2550	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	337
Q8ZKL9	ARGE_SALTY	reviewed	Acetylornithine deacetylase (AO) (Acetylornithinase) (EC 3.5.1.16) (N-acetylornithinase) (NAO)	argE STM4120	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	383
P02911	ARGT_SALTY	reviewed	Lysine/arginine/ornithine-binding periplasmic protein (LAO-binding protein)	argT STM2355	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	260
P63601	AROK_SALTY	reviewed	Shikimate kinase 1 (SK 1) (EC 2.7.1.71)	aroK STM3487	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	173
Q8ZLP5	AAEB_SALTY	reviewed	p-hydroxybenzoic acid efflux pump subunit AaeB (pHBA efflux pump protein B)	aaeB STM3364	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	655
Q8ZPB6	AAC6_SALTY	reviewed	Aminoglycoside N(6')-acetyltransferase type 1 (EC 2.3.1.82) (AAC(6')-I) (Aminoglycoside resistance protein)	STM1619	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	145
P0A1C3	ACCA_SALTY	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA STM0232	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	319
Q7CQ41	ACCD_SALTY	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD STM2366	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	304
Q8ZPC9	ABDH_SALTY	reviewed	Gamma-aminobutyraldehyde dehydrogenase (EC 1.2.1.19) (1-pyrroline dehydrogenase) (4-aminobutanal dehydrogenase) (ABALDH)	prr STM1597	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	474
P51067	ACEK_SALTY	reviewed	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	aceK STM4185	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	583
Q7CPM8	AAEA_SALTY	reviewed	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	aaeA STM3365	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	310
Q8ZMA4	AAS_SALTY	reviewed	Bifunctional protein Aas [Includes: 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) (2-acyl-GPE acyltransferase) (Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase); Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20) (Acyl-ACP synthetase) (Long-chain-fatty-acid--[acyl-carrier-protein] ligase)]	aas STM3010	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	719
Q8ZQR4	6PGL_SALTY	reviewed	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	pgl STM0785	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	331
P58661	AAT_SALTY	reviewed	Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	aspC STM0998	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	396
Q7CPM7	AAEX_SALTY	reviewed	Protein AaeX	aaeX STM3366	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	67
Q8ZLT3	PNP_SALTY	reviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp STM3282	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	711
Q05587	POCR_SALTY	reviewed	Regulatory protein PocR	pocR STM2036	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	303
P41786	PRGK_SALTY	reviewed	Lipoprotein PrgK	prgK STM2871	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	252
Q8ZRY7	RIHC_SALTY	reviewed	Non-specific ribonucleoside hydrolase RihC (EC 3.2.-.-) (Purine/pyrimidine ribonucleoside hydrolase)	rihC STM0051	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	306
P40861	PROA_SALTY	reviewed	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA STM0322	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	416
Q8ZQM1	RIMO_SALTY	reviewed	Ribosomal protein S12 methylthiotransferase RimO (S12 MTTase) (S12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein S12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO STM0852	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	441
P74839	PRPR_SALTY	reviewed	Propionate catabolism operon regulatory protein	prpR STM0367	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	541
Q8ZMK5	RECX_SALTY	reviewed	Regulatory protein RecX	recX STM2828	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	166
Q8ZQY4	RIHA_SALTY	reviewed	Pyrimidine-specific ribonucleoside hydrolase RihA (EC 3.2.-.-) (Cytidine/uridine-specific hydrolase)	rihA STM0661	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	311
P0A2U2	RIMK_SALTY	reviewed	Ribosomal protein S6--L-glutamate ligase (EC 6.3.2.-) (Poly-alpha-glutamate synthase) (Ribosomal protein S6 modification protein)	rimK STM0875	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	300
P55912	PRPE_SALTY	reviewed	Propionate--CoA ligase (EC 6.2.1.17) (Propionyl-CoA synthetase)	prpE STM0371	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	628
P40790	POTA_SALTY	reviewed	Spermidine/putrescine import ATP-binding protein PotA (EC 3.6.3.31)	potA STM1226	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	378
Q8ZNL8	PRET_SALTY	reviewed	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (DPD) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	preT yeiT STM2186	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	413
