Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P0A6L2	DAPA_ECOLI	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA b2478 JW2463	Escherichia coli (strain K12)	292
P0AE82	CPXA_ECOLI	reviewed	Sensor histidine kinase CpxA (EC 2.7.13.3)	cpxA ecfB eup ssd b3911 JW3882	Escherichia coli (strain K12)	457
P0ACP1	CRA_ECOLI	reviewed	Catabolite repressor/activator (Fructose repressor)	cra fruC fruR shl b0080 JW0078	Escherichia coli (strain K12)	334
P0DM85	CRFC_ECOLI	reviewed	Clamp-binding protein CrfC (Clamp-binding sister replication fork colocalization protein)	crfC yjdA b4109 JW4070	Escherichia coli (strain K12)	742
P0ACJ8	CRP_ECOLI	reviewed	cAMP-activated global transcriptional regulator CRP (Catabolite activator protein) (CAP) (Catabolite gene activator) (cAMP receptor protein) (CRP) (cAMP regulatory protein)	crp cap csm b3357 JW5702	Escherichia coli (strain K12)	210
Q46901	CSE1_ECOLI	reviewed	CRISPR system Cascade subunit CasA (CRISPR type I-E/Ecoli-associated protein CasA/Cse1) (CRISPR-associated protein CasA/Cse1)	casA cse1 ygcL b2760 JW2730	Escherichia coli (strain K12)	502
P0AE98	CSGF_ECOLI	reviewed	Curli production assembly/transport component CsgF	csgF b1038 JW1021	Escherichia coli (strain K12)	138
P0AEA2	CSGG_ECOLI	reviewed	Curli production assembly/transport component CsgG	csgG b1037 JW1020	Escherichia coli (strain K12)	277
P28307	CSGA_ECOLI	reviewed	Major curlin subunit	csgA b1042 JW1025	Escherichia coli (strain K12)	151
P54901	CSIE_ECOLI	reviewed	Stationary phase-inducible protein CsiE	csiE b2535 JW5878	Escherichia coli (strain K12)	426
P37338	CSIR_ECOLI	reviewed	HTH-type transcriptional repressor CsiR (Carbon starvation induced regulator)	csiR gabC ygaE b2664 JW2639	Escherichia coli (strain K12)	220
P32695	DUSA_ECOLI	reviewed	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	dusA yjbN b4049 JW5950	Escherichia coli (strain K12)	345
P0ABT5	DUSB_ECOLI	reviewed	tRNA-dihydrouridine synthase B (EC 1.3.1.-)	dusB yhdG b3260 JW3228	Escherichia coli (strain K12)	321
P0A6K1	DAPF_ECOLI	reviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF b3809 JW5592	Escherichia coli (strain K12)	274
P0ACF4	DBHB_ECOLI	reviewed	DNA-binding protein HU-beta (HU-1) (NS1)	hupB hopD b0440 JW0430	Escherichia coli (strain K12)	90
P0ABN5	DCUA_ECOLI	reviewed	Anaerobic C4-dicarboxylate transporter DcuA	dcuA genA b4138 JW5735	Escherichia coli (strain K12)	433
P76316	DCYD_ECOLI	reviewed	D-cysteine desulfhydrase (EC 4.4.1.15)	dcyD yedO b1919 JW5313	Escherichia coli (strain K12)	328
P0A6J8	DDLA_ECOLI	reviewed	D-alanine--D-alanine ligase A (EC 6.3.2.4) (D-Ala-D-Ala ligase A) (D-alanylalanine synthetase A)	ddlA b0381 JW0372	Escherichia coli (strain K12)	364
P76128	DDPA_ECOLI	reviewed	Probable D,D-dipeptide-binding periplasmic protein DdpA	ddpA yddS b1487 JW5240	Escherichia coli (strain K12)	516
P77463	DDPC_ECOLI	reviewed	Probable D,D-dipeptide transport system permease protein DdpC	ddpC yddQ b1485 JW1480	Escherichia coli (strain K12)	298
P77268	DDPD_ECOLI	reviewed	Probable D,D-dipeptide transport ATP-binding protein DdpD	ddpD yddP b1484 JW1479	Escherichia coli (strain K12)	328
P77622	DDPF_ECOLI	reviewed	Probable D,D-dipeptide transport ATP-binding protein DdpF	ddpF yddO b1483 JW1478	Escherichia coli (strain K12)	308
P77790	DDPX_ECOLI	reviewed	D-alanyl-D-alanine dipeptidase (D-Ala-D-Ala dipeptidase) (EC 3.4.13.22)	ddpX vanX yddT b1488 JW1483	Escherichia coli (strain K12)	193
P0A6P1	EFTS_ECOLI	reviewed	Elongation factor Ts (EF-Ts) (Bacteriophage Q beta RNA-directed RNA polymerase subunit IV)	tsf b0170 JW0165	Escherichia coli (strain K12)	283
P0ABJ1	CYOA_ECOLI	reviewed	Cytochrome bo(3) ubiquinol oxidase subunit 2 (Cytochrome b562-o complex subunit II) (Cytochrome o ubiquinol oxidase subunit 2) (Cytochrome o subunit 2) (Oxidase bo(3) subunit 2) (Ubiquinol oxidase chain B) (Ubiquinol oxidase polypeptide II) (Ubiquinol oxidase subunit 2)	cyoA b0432 JW0422	Escherichia coli (strain K12)	315
P0A9D4	CYSE_ECOLI	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE b3607 JW3582	Escherichia coli (strain K12)	273
P0A6J3	CYSZ_ECOLI	reviewed	Sulfate transporter CysZ	cysZ b2413 JW2406	Escherichia coli (strain K12)	253
P0A830	DCTA_ECOLI	reviewed	Aerobic C4-dicarboxylate transport protein	dctA b3528 JW3496	Escherichia coli (strain K12)	428
P24169	DCOS_ECOLI	reviewed	Inducible ornithine decarboxylase (EC 4.1.1.17)	speF b0693 JW0680	Escherichia coli (strain K12)	732
P29680	DCUP_ECOLI	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE b3997 JW3961	Escherichia coli (strain K12)	354
P0AD01	DCUR_ECOLI	reviewed	Transcriptional regulatory protein DcuR	dcuR yjdG b4124 JW4085	Escherichia coli (strain K12)	239
P16701	CYST_ECOLI	reviewed	Sulfate transport system permease protein CysT	cysU cysT b2424 JW2417	Escherichia coli (strain K12)	277
P0ACF0	DBHA_ECOLI	reviewed	DNA-binding protein HU-alpha (HU-2) (NS2)	hupA b4000 JW3964	Escherichia coli (strain K12)	90
P52095	DCLZ_ECOLI	reviewed	Constitutive lysine decarboxylase (LDC) (EC 4.1.1.18)	ldcC ldc ldcH b0186 JW0181	Escherichia coli (strain K12)	713
P21169	DCOR_ECOLI	reviewed	Constitutive ornithine decarboxylase (EC 4.1.1.17)	speC b2965 JW5482	Escherichia coli (strain K12)	711
P0ABN9	DCUB_ECOLI	reviewed	Anaerobic C4-dicarboxylate transporter DcuB	dcuB genF b4123 JW4084	Escherichia coli (strain K12)	446
P0ABJ3	CYOC_ECOLI	reviewed	Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Cytochrome o subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase chain C) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3)	cyoC b0430 JW0420	Escherichia coli (strain K12)	204
P17583	CYNX_ECOLI	reviewed	Cyanate transport protein CynX	cynX b0341 JW0332	Escherichia coli (strain K12)	384
P20343	CYSX_ECOLI	reviewed	Putative uncharacterized protein CysX	cysX	Escherichia coli (strain K12)	130
P07658	FDHF_ECOLI	reviewed	Formate dehydrogenase H (EC 1.17.1.9) (EC 1.17.99.7) (Formate dehydrogenase-H subunit alpha) (FDH-H) (Formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide)	fdhF b4079 JW4040	Escherichia coli (strain K12)	715
P0AED7	DAPE_ECOLI	reviewed	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE msgB b2472 JW2456	Escherichia coli (strain K12)	375
P00861	DCDA_ECOLI	reviewed	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA b2838 JW2806	Escherichia coli (strain K12)	420
P0ABE9	CYNT_ECOLI	reviewed	Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase 1)	cynT b0339 JW0330	Escherichia coli (strain K12)	219
P33013	DACD_ECOLI	reviewed	D-alanyl-D-alanine carboxypeptidase DacD (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 6b) (PBP-6b)	dacD phsE yeeC b2010 JW5329	Escherichia coli (strain K12)	388
P0A6J5	DADA_ECOLI	reviewed	D-amino acid dehydrogenase (EC 1.4.99.-) (D-alanine dehydrogenase)	dadA dadR b1189 JW1178	Escherichia coli (strain K12)	432
P24228	DACB_ECOLI	reviewed	D-alanyl-D-alanine carboxypeptidase DacB (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (D-alanyl-D-alanine endopeptidase) (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 4) (PBP-4)	dacB b3182 JW3149	Escherichia coli (strain K12)	477
P0AFR2	DAUA_ECOLI	reviewed	C4-dicarboxylic acid transporter DauA (Dicarboxylic acid uptake system A)	dauA ychM b1206 JW5189	Escherichia coli (strain K12)	559
P00816	CYNS_ECOLI	reviewed	Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate hydrolase) (Cyanate lyase)	cynS cnt b0340 JW0331	Escherichia coli (strain K12)	156
P0ABJ6	CYOD_ECOLI	reviewed	Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Cytochrome o subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase chain D) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4)	cyoD b0429 JW0419	Escherichia coli (strain K12)	109
P11557	DAMX_ECOLI	reviewed	Cell division protein DamX	damX yhfB b3388 JW3351	Escherichia coli (strain K12)	428
P27111	CYNR_ECOLI	reviewed	HTH-type transcriptional regulator CynR (Cyn operon transcriptional activator)	cynR b0338 JW5894	Escherichia coli (strain K12)	299
P0AEA5	CYOE_ECOLI	reviewed	Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)	cyoE b0428 JW0418	Escherichia coli (strain K12)	296
P0AEB0	CYSW_ECOLI	reviewed	Sulfate transport system permease protein CysW	cysW b2423 JW2416	Escherichia coli (strain K12)	291
P0AEB2	DACA_ECOLI	reviewed	D-alanyl-D-alanine carboxypeptidase DacA (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Beta-lactamase) (EC 3.5.2.6) (Penicillin-binding protein 5) (PBP-5)	dacA pfv b0632 JW0627	Escherichia coli (strain K12)	403
P0A9D8	DAPD_ECOLI	reviewed	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD b0166 JW0161	Escherichia coli (strain K12)	274
Q47208	FDRA_ECOLI	reviewed	Protein FdrA	fdrA ylbD b0518 JW0506	Escherichia coli (strain K12)	555
P05825	FEPA_ECOLI	reviewed	Ferrienterobactin receptor (Enterobactin outer-membrane receptor)	fepA fep feuB b0584 JW5086	Escherichia coli (strain K12)	746
P31574	FIXB_ECOLI	reviewed	Protein FixB	fixB yaaR b0042 JW0041	Escherichia coli (strain K12)	313
P68644	FIXC_ECOLI	reviewed	Protein FixC	fixC yaaS b0043 JW0042	Escherichia coli (strain K12)	428
P0ABX2	FLGC_ECOLI	reviewed	Flagellar basal-body rod protein FlgC (Putative proximal rod protein)	flgC fla FIII flaW b1074 JW1061	Escherichia coli (strain K12)	134
P33235	FLGK_ECOLI	reviewed	Flagellar hook-associated protein 1 (HAP1)	flgK flaS flaW b1082 JW1069	Escherichia coli (strain K12)	547
P06974	FLIM_ECOLI	reviewed	Flagellar motor switch protein FliM	fliM cheC2 fla AII fla QII b1945 JW1929	Escherichia coli (strain K12)	334
P76297	FLHE_ECOLI	reviewed	Flagellar protein FlhE	flhE b1878 JW1867	Escherichia coli (strain K12)	130
P0AEM4	FLGM_ECOLI	reviewed	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)	flgM b1071 JW1058	Escherichia coli (strain K12)	97
P22586	FLIO_ECOLI	reviewed	Flagellar protein FliO	fliO flaP flbD b1947 JW5316	Escherichia coli (strain K12)	121
P26608	FLIS_ECOLI	reviewed	Flagellar secretion chaperone FliS	fliS b1925 JW1910	Escherichia coli (strain K12)	136
P52613	FLIJ_ECOLI	reviewed	Flagellar FliJ protein	fliJ flaO flaS b1942 JW1926	Escherichia coli (strain K12)	147
P52614	FLIK_ECOLI	reviewed	Flagellar hook-length control protein	fliK flaE flaR b1943 JW1927	Escherichia coli (strain K12)	375
P76341	HIUH_ECOLI	reviewed	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17) (Transthyretin-like protein) (TLP) (Transthyretin-related protein) (TRP)	hiuH yedX b1970 JW1953	Escherichia coli (strain K12)	137
P0AC47	FRDB_ECOLI	reviewed	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1)	frdB b4153 JW4114	Escherichia coli (strain K12)	244
P0AC00	FRLB_ECOLI	reviewed	Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)	frlB yhfN b3371 JW5700	Escherichia coli (strain K12)	340
P45541	FRLC_ECOLI	reviewed	Fructoselysine 3-epimerase (EC 5.1.3.41)	frlC yhfO yhfP b4474 JW5699	Escherichia coli (strain K12)	276
P0AEN1	FRE_ECOLI	reviewed	NAD(P)H-flavin reductase (EC 1.16.1.3) (EC 1.5.1.41) (Aquacobalamin reductase) (FMN reductase) (Ferrisiderophore reductase C) (NAD(P)H:flavin oxidoreductase) (Riboflavin reductase [NAD(P)H])	fre fadI flrD fsrC ubiB b3844 JW3820	Escherichia coli (strain K12)	233
P0ABH0	FTSA_ECOLI	reviewed	Cell division protein FtsA	ftsA divA b0094 JW0092	Escherichia coli (strain K12)	420
P15028	FECB_ECOLI	reviewed	Fe(3+) dicitrate-binding periplasmic protein (Iron(III) dicitrate-binding periplasmic protein)	fecB b4290 JW4250	Escherichia coli (strain K12)	300
P0AAJ3	FDNH_ECOLI	reviewed	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (Anaerobic formate dehydrogenase iron-sulfur subunit) (Formate dehydrogenase-N subunit beta) (FDH-N subunit beta)	fdnH b1475 JW1471	Escherichia coli (strain K12)	294
P0ACB4	HEMG_ECOLI	reviewed	Protoporphyrinogen IX dehydrogenase [menaquinone] (EC 1.3.5.3)	hemG yihB b3850 JW3827	Escherichia coli (strain K12)	181
P32153	FRVX_ECOLI	reviewed	Putative aminopeptidase FrvX (EC 3.4.11.-)	frvX yiiI b3898 JW3869	Escherichia coli (strain K12)	356
P04335	FRSA_ECOLI	reviewed	Esterase FrsA (EC 3.1.-.-)	frsA yafA b0239 JW0229	Escherichia coli (strain K12)	414
P13039	FES_ECOLI	reviewed	Enterochelin esterase (Ferric enterobactin esterase)	fes b0585 JW0576	Escherichia coli (strain K12)	400
P07821	FHUC_ECOLI	reviewed	Iron(3+)-hydroxamate import ATP-binding protein FhuC (EC 3.6.3.34) (Ferric hydroxamate uptake protein C) (Ferrichrome transport ATP-binding protein FhuC) (Iron(III)-hydroxamate import ATP-binding protein FhuC)	fhuC b0151 JW0147	Escherichia coli (strain K12)	265
P0AC16	FOLB_ECOLI	reviewed	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (Dihydroneopterin epimerase)	folB ygiG b3058 JW3030	Escherichia coli (strain K12)	122
P0AC23	FOCA_ECOLI	reviewed	Probable formate transporter 1 (Formate channel 1)	focA ycaE b0904 JW0887	Escherichia coli (strain K12)	285
P08192	FOLC_ECOLI	reviewed	Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	folC dedC b2315 JW2312	Escherichia coli (strain K12)	422
P13024	FDHE_ECOLI	reviewed	Protein FdhE	fdhE b3891 JW3862	Escherichia coli (strain K12)	309
P32055	FCL_ECOLI	reviewed	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	fcl wcaG yefB b2052 JW2037	Escherichia coli (strain K12)	321
P13036	FECA_ECOLI	reviewed	Fe(3+) dicitrate transport protein FecA (Iron(III) dicitrate transport protein FecA)	fecA b4291 JW4251	Escherichia coli (strain K12)	774
P15029	FECD_ECOLI	reviewed	Fe(3+) dicitrate transport system permease protein FecD (Iron(III) dicitrate transport system permease protein FecD)	fecD b4288 JW4248	Escherichia coli (strain K12)	318
P23484	FECI_ECOLI	reviewed	Probable RNA polymerase sigma factor FecI	fecI b4293 JW4253	Escherichia coli (strain K12)	173
P0AEL3	FEOA_ECOLI	reviewed	Fe(2+) transport protein A (Ferrous iron transport protein A)	feoA b3408 JW3371	Escherichia coli (strain K12)	75
P04128	FIMA1_ECOLI	reviewed	Type-1 fimbrial protein, A chain (Type-1A pilin)	fimA pilA b4314 JW4277	Escherichia coli (strain K12)	182
P75780	FIU_ECOLI	reviewed	Catecholate siderophore receptor Fiu (Ferric iron uptake protein) (TonB-dependent receptor Fiu)	fiu ybiL b0805 JW0790	Escherichia coli (strain K12)	760
P60566	FIXA_ECOLI	reviewed	Protein FixA	fixA yaaQ b0041 JW0040	Escherichia coli (strain K12)	256
P75936	FLGD_ECOLI	reviewed	Basal-body rod modification protein FlgD	flgD fla FIV flaV b1075 JW1062	Escherichia coli (strain K12)	231
P75937	FLGE_ECOLI	reviewed	Flagellar hook protein FlgE	flgE fla FV flaK b1076 JW1063	Escherichia coli (strain K12)	402
P45523	FKBA_ECOLI	reviewed	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA (PPIase) (EC 5.2.1.8) (Rotamase)	fkpA yzzS b3347 JW3309	Escherichia coli (strain K12)	270
P75933	FLGA_ECOLI	reviewed	Flagella basal body P-ring formation protein FlgA	flgA b1072 JW1059	Escherichia coli (strain K12)	219
P0A8T5	FLIE_ECOLI	reviewed	Flagellar hook-basal body complex protein FliE	fliE fla AI flaN b1937 JW1921	Escherichia coli (strain K12)	104
P24216	FLID_ECOLI	reviewed	Flagellar hook-associated protein 2 (HAP2) (Filament cap protein) (Flagellar cap protein)	fliD flaV flbC b1924 JW1909	Escherichia coli (strain K12)	468
P0AC19	FOLX_ECOLI	reviewed	Dihydroneopterin triphosphate 2'-epimerase (EC 5.1.99.-) (D-erythro-7,8-dihydroneopterin triphosphate epimerase)	folX b2303 JW2300	Escherichia coli (strain K12)	120
P76251	DMLA_ECOLI	reviewed	D-malate dehydrogenase [decarboxylating] (EC 1.1.1.83) (D-malate degradation protein A) (D-malate oxidase)	dmlA yeaU b1800 JW1789	Escherichia coli (strain K12)	361
P76250	DMLR_ECOLI	reviewed	HTH-type transcriptional regulator DmlR (D-malate degradation protein R)	dmlR yeaT b1799 JW1788	Escherichia coli (strain K12)	307
P0AEE8	DMA_ECOLI	reviewed	DNA adenine methylase (EC 2.1.1.72) (DNA adenine methyltransferase) (Deoxyadenosyl-methyltransferase) (M.EcoDam)	dam b3387 JW3350	Escherichia coli (strain K12)	278
P0AEF0	DNAC_ECOLI	reviewed	DNA replication protein DnaC	dnaC dnaD b4361 JW4325	Escherichia coli (strain K12)	245
P23878	FEPC_ECOLI	reviewed	Ferric enterobactin transport ATP-binding protein FepC	fepC b0588 JW0580	Escherichia coli (strain K12)	271
Q47129	FEAR_ECOLI	reviewed	Transcriptional activator FeaR	feaR maoB maoR ydbM b1384 JW1379	Escherichia coli (strain K12)	301
P64638	FEOC_ECOLI	reviewed	Probable [Fe-S]-dependent transcriptional repressor FeoC (Fe(2+) iron transport protein C)	feoC yhgG b3410 JW3373	Escherichia coli (strain K12)	78
P23485	FECR_ECOLI	reviewed	Protein FecR	fecR b4292 JW4252	Escherichia coli (strain K12)	317
P0AC05	FLIP_ECOLI	reviewed	Flagellar biosynthetic protein FliP	fliP flaR b1948 JW1932	Escherichia coli (strain K12)	245
P0ABX8	FLIL_ECOLI	reviewed	Flagellar protein FliL	fliL cheC1 fla AI fla QI b1944 JW1928	Escherichia coli (strain K12)	154
P52612	FLII_ECOLI	reviewed	Flagellum-specific ATP synthase (EC 7.1.2.2)	fliI fla AIII flaC b1941 JW1925	Escherichia coli (strain K12)	457
P77733	FOCB_ECOLI	reviewed	Probable formate transporter 2 (Formate channel 2)	focB b2492 JW2477	Escherichia coli (strain K12)	282
P45539	FRLA_ECOLI	reviewed	Probable fructoselysine/psicoselysine transporter FrlA	frlA yhfM b3370 JW3333	Escherichia coli (strain K12)	445
P0AEL0	FDOI_ECOLI	reviewed	Formate dehydrogenase, cytochrome b556(fdo) subunit (Aerobic formate dehydrogenase cytochrome b556 subunit) (FDH-Z subunit gamma) (Formate dehydrogenase-O subunit gamma)	fdoI b3892 JW3863	Escherichia coli (strain K12)	211
P15031	FECE_ECOLI	reviewed	Fe(3+) dicitrate transport ATP-binding protein FecE (Iron(III) dicitrate transport ATP-binding protein FecE)	fecE b4287 JW4247	Escherichia coli (strain K12)	255
P31697	FIMC_ECOLI	reviewed	Chaperone protein FimC	fimC b4316 JW4279	Escherichia coli (strain K12)	241
P0ADH7	FIME_ECOLI	reviewed	Type 1 fimbriae regulatory protein FimE	fimE b4313 JW4276	Escherichia coli (strain K12)	198
P0ABX5	FLGG_ECOLI	reviewed	Flagellar basal-body rod protein FlgG (Distal rod protein)	flgG fla FVII flaL b1078 JW1065	Escherichia coli (strain K12)	260
P0A6S0	FLGH_ECOLI	reviewed	Flagellar L-ring protein (Basal body L-ring protein)	flgH fla FVIII flaY b1079 JW5153	Escherichia coli (strain K12)	232
P0AEM6	FLIA_ECOLI	reviewed	RNA polymerase sigma factor FliA (RNA polymerase sigma factor for flagellar operon) (Sigma F) (Sigma-27) (Sigma-28)	fliA flaD rpoF b1922 JW1907	Escherichia coli (strain K12)	239
P0ABZ1	FLIG_ECOLI	reviewed	Flagellar motor switch protein FliG	fliG fla AII.2 fla BII b1939 JW1923	Escherichia coli (strain K12)	331
P31068	FLIH_ECOLI	reviewed	Flagellar assembly protein FliH	fliH fla AII.3 fla BIII b1940 JW1924	Escherichia coli (strain K12)	228
P43533	FLGN_ECOLI	reviewed	Flagella synthesis protein FlgN	flgN b1070 JW1057	Escherichia coli (strain K12)	138
P77279	FETA_ECOLI	reviewed	Probable iron export ATP-binding protein FetA (EC 3.6.3.-)	fetA ybbL b0490 JW0479	Escherichia coli (strain K12)	225
P0ABY2	FLIT_ECOLI	reviewed	Flagellar protein FliT	fliT b1926 JW1911	Escherichia coli (strain K12)	121
P33135	FLIR_ECOLI	reviewed	Flagellar biosynthetic protein FliR	fliR flaP b1950 JW1934	Escherichia coli (strain K12)	261
P76298	FLHA_ECOLI	reviewed	Flagellar biosynthesis protein FlhA	flhA b1879 JW1868	Escherichia coli (strain K12)	692
P0AFS3	FOLM_ECOLI	reviewed	Dihydromonapterin reductase (H(2)-MPt reductase) (EC 1.5.1.-) (Dihydrofolate reductase) (DHFR) (EC 1.5.1.3)	folM ydgB b1606 JW1598	Escherichia coli (strain K12)	240
P23876	FEPD_ECOLI	reviewed	Ferric enterobactin transport system permease protein FepD	fepD b0590 JW0582	Escherichia coli (strain K12)	334
P24183	FDNG_ECOLI	reviewed	Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.17.5.3) (Anaerobic formate dehydrogenase major subunit) (Formate dehydrogenase-N subunit alpha) (FDH-N subunit alpha)	fdnG b1474 JW1470	Escherichia coli (strain K12)	1015
P06972	FHUB_ECOLI	reviewed	Iron(3+)-hydroxamate import system permease protein FhuB (Ferric hydroxamate uptake protein B) (Ferrichrome transport system permease protein FhuB) (Ferrichrome uptake protein FhuB) (Iron(III)-hydroxamate import system permease protein FhuB)	fhuB b0153 JW0149	Escherichia coli (strain K12)	660
P07822	FHUD_ECOLI	reviewed	Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding periplasmic protein) (Iron(III)-hydroxamate-binding protein FhuD)	fhuD b0152 JW0148	Escherichia coli (strain K12)	296
P39405	FHUF_ECOLI	reviewed	Ferric iron reductase protein FhuF	fhuF yjjS b4367 JW4331	Escherichia coli (strain K12)	262
P61949	FLAV_ECOLI	reviewed	Flavodoxin 1	fldA b0684 JW0671	Escherichia coli (strain K12)	176
